orgnr_frtk,yrkeskode,antall_stillinger
974477726,1120,1
919602325,4222,2
914882850,5223,6
943412707,5223,1
943412707,3323,1
943412707,4321,1
943412707,4311,1
943412707,3322,1
943412707,3118,1
933735842,1120,13
933735842,1349,1
933735842,8322,2
933735842,5223,240
933735842,2413,1
933735842,4110,2
933735842,4321,39
933735842,8332,32
933735842,1324,4
933735842,4313,1
933735842,2423,1
933735842,4311,4
933735842,2411,3
933735842,1221,4
933735842,3322,12
933735842,4223,7
933735842,3331,2
933735842,8344,4
933735842,1420,8
947590073,8342,1
912014177,9329,1
912014177,7233,2
912014177,7411,3
912014177,2413,1
912014177,4110,1
912014177,4313,1
912014177,3115,1
912014177,3322,4
918686681,7512,3
918233644,4110,1
933570649,3341,1
933570649,7512,1
933570649,4321,1
933570649,1324,1
947331132,8332,1
971101873,6210,2
939896066,7411,6
946362158,8342,1
946362158,8111,1
917002347,5223,1
930754552,3254,2
981807340,3256,4
915032206,5230,2
915032206,9412,2
915032206,0,2
814779092,5223,1
814779092,1420,2
990217203,6121,5
965360263,6113,1
965360263,8341,2
985903611,1120,1
985903611,1349,1
985903611,3122,1
985903611,1211,2
985903611,5153,1
988522376,5311,2
988522376,2342,5
980050343,5311,10
980050343,2342,5
980050343,2351,4
970886664,5311,2
970886664,2342,6
983382363,2211,1
983382363,2264,1
983382363,3256,2
995212781,6121,3
977030765,4110,1
977030765,1346,1
977030765,1324,1
977030765,1312,1
977030765,2423,1
999229018,5120,1
999229018,3434,3
916100663,4110,1
980038661,8342,3
980038661,7114,2
980038661,3112,2
912618900,1219,1
912618900,5222,3
912618900,5223,20
912618900,3112,2
912618900,3334,1
912618900,3432,7
912618900,4311,2
912618900,2431,1
912618900,2631,1
912618900,2142,1
912618900,1114,2
912618900,1420,29
989381334,7131,2
994341189,1321,1
994341189,3322,2
910856286,5120,1
914543363,1420,1
915889700,5223,3
915889700,4110,1
910292005,1120,1
910292005,1349,5
910292005,1211,3
910292005,2413,1
910292005,2641,25
910292005,1223,1
910292005,2341,3
910292005,2432,1
910292005,3432,1
910292005,3514,2
910292005,2642,2
910292005,4110,2
910292005,2330,1
910292005,4311,1
910292005,2431,3
910292005,2411,1
910292005,1221,4
910292005,3322,2
910292005,2351,4
910292005,2511,3
957683150,7411,5
957683150,4321,2
985435049,7233,1
916693036,5223,2
933446034,7411,3
933446034,4321,1
915772072,7233,1
915772072,1420,1
952574973,7131,1
929499786,7126,6
985574510,7114,1
985574510,8343,1
985574510,7115,1
977060273,9622,1
977060273,8331,2
977060273,3152,2
977060273,9412,2
977060273,5113,2
979692250,5223,1
834308312,5223,3
936710379,3119,1
936710379,1349,3
936710379,2519,1
936710379,3323,1
936710379,4321,5
936710379,8332,3
936710379,1324,2
936710379,1345,1
936710379,4311,1
936710379,2411,3
936710379,2522,1
945419849,7411,2
966031468,8342,1
918332820,8331,15
979546432,2433,2
984875185,5120,19
984875185,4110,1
984875185,4321,19
984875185,8160,2
984875185,7511,7
913402405,5223,3
869528102,3143,1
989482920,8342,1
989482920,7114,4
935437091,4322,1
971648406,5223,1
852972882,8322,1
852972882,8332,2
932637472,3511,1
916202881,5142,2
917880298,3112,1
942687168,7115,2
977040256,7411,1
852072202,9329,6
852072202,1349,1
852072202,3112,1
852072202,7411,1
852072202,4110,1
852072202,1221,2
852072202,3322,1
852072202,7115,10
956574854,4110,1
956574854,7223,1
956574854,3412,1
956574854,1221,2
956574854,7115,1
991868542,1321,1
991868542,2431,1
991429158,4311,1
984579594,3115,1
983675972,7233,1
983675972,8342,4
983675972,8341,6
831871962,3115,1
831871962,7214,1
831871962,2163,1
831871962,7212,1
995437635,5131,2
914022940,1221,2
914022940,2433,1
813499762,3313,1
951928194,8322,2
951928194,1211,1
951928194,8343,3
951928194,8332,8
998590604,2142,1
916990995,3119,1
945768207,5223,1
945768207,1420,1
947333720,7233,1
919658010,4222,2
918961801,4221,6
912566625,7411,1
986399631,5142,6
994769642,2223,1
912973174,5242,10
912973174,2166,3
912973174,3322,1
812739492,7115,2
985010625,5223,2
912592731,9312,2
985492573,5246,28
985492573,9412,2
985492573,5120,12
985492573,5131,7
821006872,8332,5
916770863,7549,1
911406829,2149,1
911406829,3114,1
911406829,2413,1
911406829,3117,1
911406829,3323,1
911406829,2433,3
982450128,7115,1
971000244,2519,2
971000244,7412,1
971000244,7411,1
996160483,5223,8
986897526,7411,1
986897526,7127,1
986897526,2142,1
912216462,7233,2
912216462,1211,1
912216462,1321,1
912216462,3115,2
912216462,7132,1
912216462,7214,1
912216462,2411,1
912216462,2433,1
912216462,3322,2
912216462,7222,4
912117928,3112,1
912117928,7126,5
916958315,7126,2
951964670,5131,4
979440499,7112,3
979440499,2423,2
979440499,3313,1
980285235,5141,1
937719701,2161,2
914968518,8342,12
985386854,1120,1
985386854,3112,1
985386854,1323,2
974532700,1219,1
974532700,1349,3
974532700,3333,1
974532700,1211,1
974532700,1323,2
974532700,1324,1
974532700,2423,4
974532700,2142,1
967866210,7411,3
967866210,3114,1
967866210,7213,6
967866210,7127,3
993058602,1420,1
959049912,7213,1
983472451,5120,1
983472451,5131,3
979746881,3322,2
919598298,7233,1
919598298,3334,1
996216675,7233,1
996216675,5223,2
999277691,3313,1
974280566,9329,2
974280566,3114,1
892624992,1219,1
892624992,5223,2
892624992,3432,1
892624992,4321,1
892624992,1323,1
892624992,2142,1
892624992,1420,1
912079449,7411,1
844596502,7231,1
979483171,7231,6
998203260,7231,2
920444806,5329,3
971069368,2359,2
971069368,5152,1
971069368,9412,2
971069368,5120,5
971069368,4110,1
971069368,9112,4
971069368,3434,1
919410388,8322,1
994209671,5142,1
962211186,5223,3
835669432,7233,2
991100296,9312,1
985086532,2642,1
916823401,3321,10
966494816,3119,1
966494816,3131,1
966494816,1211,2
966494816,3132,4
966494816,1324,1
966494816,1222,1
966494816,9611,1
966494816,1114,1
941312373,8342,5
941312373,9311,1
916160186,7132,1
999166962,4313,2
999166962,3313,3
999166962,4311,2
995487926,5223,1
988731005,4223,6
987542837,7233,1
960334930,5329,1
960334930,4313,1
960334930,3353,1
960334930,1420,2
986069216,7114,2
986069216,7115,4
984115091,3112,1
984115091,2422,1
984115091,9112,1
984115091,7115,1
984115091,5153,1
974795051,1324,1
974795051,4323,3
958501420,2211,2
958501420,1349,4
958501420,5329,16
958501420,8342,2
958501420,3341,1
958501420,2164,1
958501420,2621,1
958501420,2266,1
958501420,5311,18
958501420,5411,6
958501420,3112,4
958501420,7133,2
958501420,2342,6
958501420,6113,3
958501420,2341,21
958501420,5321,59
958501420,9214,1
958501420,5322,4
958501420,2422,1
958501420,9412,3
958501420,4110,1
958501420,3132,2
958501420,1342,5
958501420,1341,1
958501420,1345,8
958501420,1311,1
958501420,3412,1
958501420,2423,1
958501420,9112,5
958501420,5151,2
958501420,8157,2
958501420,2411,2
958501420,2635,1
958501420,7126,1
958501420,2142,1
958501420,5312,3
958501420,2351,1
958501420,2352,4
958501420,2221,2
958501420,2223,67
958501420,3118,1
958501420,1112,2
958501420,0,2
958501420,5153,1
958501420,2224,16
964564027,8342,3
877000842,2636,3
877000842,4110,1
877000842,3413,2
877000842,5153,1
879766052,8322,2
952797328,8332,1
958061838,7411,2
917705631,3334,1
950254823,5249,2
950254823,8342,10
950254823,5230,2
950254823,7411,1
950254823,4224,2
950254823,5112,2
950254823,8343,19
950254823,4221,2
950254823,5131,4
950254823,3422,8
950254823,0,9
950254823,1420,1
989713558,7231,3
911683784,1323,1
911683784,7115,1
991761624,4224,3
991761624,5120,2
991761624,9112,25
991761624,5131,11
991761624,3434,1
991761624,5153,1
985369771,9312,2
985369771,3115,1
985369771,7126,1
985369771,7542,2
876708612,5132,11
876708612,5120,12
876708612,1412,1
876708612,5131,23
876708612,3434,3
980389065,4224,15
980389065,5120,4
980389065,9112,3
980389065,1412,1
980389065,1221,1
980389065,3434,1
997687361,8322,3
997687361,8331,9
997687361,3313,1
977483441,4224,8
977483441,4221,4
977483441,9112,12
977483441,5151,3
934466152,1349,2
934466152,7411,6
934466152,3412,1
934466152,7126,1
996267628,1349,1
996267628,2635,13
921322895,5223,18
921322895,5245,1
921322895,1420,1
887760292,7233,3
887760292,1321,1
920274005,7231,1
921982194,1120,1
980489698,3119,3
980489698,1349,2
980489698,2164,1
980489698,3511,6
980489698,7411,2
980489698,3114,12
980489698,3113,4
980489698,2413,2
980489698,2611,1
980489698,4110,27
980489698,3132,1
980489698,4222,31
980489698,1321,2
980489698,3412,3
980489698,2151,6
982584027,1349,1
982584027,5223,2
982584027,2521,2
982584027,3511,3
982584027,4110,3
982584027,4222,5
982584027,1222,1
982584027,2423,2
982584027,2431,1
982584027,2433,2
982584027,3322,1
982584027,2511,8
975804089,8342,1
913212266,9412,1
971072814,5223,6
986471650,2351,1
979159099,2142,2
916774680,7114,2
916774680,3334,1
916774680,2423,2
916774680,2142,2
916774680,2152,1
916774680,7121,1
981630238,1114,1
935071852,5223,1
985557330,7231,1
985557330,4110,1
968677748,2267,1
968677748,2264,2
968677748,5321,6
968677748,4224,1
968677748,9112,1
968677748,2223,11
968677748,2224,1
971262516,9312,2
945677619,5223,1
820962842,9412,2
820962842,5131,1
920150683,3256,1
996903818,7231,2
996903818,5223,1
960571630,7114,2
960571630,6113,5
960571630,0,2
989861980,7233,1
971504188,2342,3
989350684,6113,70
989350684,4110,2
989350684,9112,1
971484446,5311,5
971484446,2342,4
971484446,1341,1
966126698,3313,3
914818028,5120,1
995516128,7231,1
996125580,4321,1
996125580,1420,1
942517505,9329,1
942517505,3119,1
942517505,5223,8
942517505,1223,2
942517505,3323,1
942517505,3432,1
942517505,1330,2
942517505,1321,3
942517505,2423,1
942517505,4311,1
942517505,2431,1
942517505,1221,7
942517505,3322,1
942517505,7115,5
971487887,2342,4
974388030,7231,2
974388030,5211,2
997941217,6113,2
992147385,8342,1
999076890,8342,2
999076890,3123,1
999076890,9312,2
999076890,7126,1
986766537,7411,3
997772016,5165,2
976240278,5223,1
914946905,5223,2
991812474,7126,2
897864002,1420,1
976282744,7126,2
989024663,8332,16
918097260,3321,3
990394172,6113,1
990394172,0,1
988411434,5223,1
988411434,7126,3
913558324,7115,3
934566823,5223,1
935920477,3331,2
938036764,2413,1
938036764,1346,1
938036764,3313,2
938036764,4311,2
934734890,3119,1
934734890,1349,1
934734890,3152,3
934734890,3323,2
934734890,1321,1
934734890,1324,4
934734890,1212,1
934734890,3331,1
914944880,5120,1
932458578,8342,1
932458578,5230,1
932458578,5223,1
932458578,9412,2
932458578,9112,1
932458578,0,2
970462546,5246,3
970462546,9412,1
976685741,1349,1
988976466,2411,1
988976466,2511,1
914760887,5223,1
914760887,1221,2
914760887,3322,2
963217226,7126,1
978660401,2342,4
978660401,9112,1
992450789,5120,1
879557992,2431,1
879557992,3322,1
981995910,9621,1
981995910,9412,3
993488488,1411,1
993488488,5120,2
993488488,5131,2
913920570,9412,5
913920570,5131,1
996306178,5223,4
996306178,9412,15
996306178,5120,51
996306178,9112,3
996306178,5131,85
996306178,5244,1
955018184,8142,5
989711709,1120,1
995188600,5141,2
979798482,5141,1
912634620,5141,1
915275605,5141,2
990384746,5141,2
990933448,5141,2
814556492,5141,11
913130480,5141,1
979178220,5141,2
820288912,5141,1
879611172,5141,5
982739527,5141,3
972412414,5141,4
991399038,5141,9
998483018,3123,5
998483018,7114,2
998483018,2142,2
987456280,5223,1
993860654,2211,3
993860654,3256,2
982736765,2149,1
982736765,3112,2
982736765,1221,1
816498562,5120,64
816498562,5131,30
816498562,3434,1
971479639,2342,2
971479639,1341,2
969073668,5311,3
969073668,2342,11
998514983,5311,5
890534562,2342,2
965558268,1120,1
965558268,7411,2
965558268,1321,1
930540269,7233,2
930540269,5223,1
930540269,8332,2
930540269,3115,1
930540269,1221,3
930540269,2434,1
865070942,7233,1
865070942,7223,1
865070942,2433,1
865070942,7222,1
964374473,5165,3
987286326,1349,2
987286326,1345,3
987286326,2330,1
987286326,2431,1
987286326,3413,1
987286326,2351,2
996150062,2161,4
915202926,5120,1
915202926,9112,2
917715378,5329,2
917715378,5141,1
917715378,5120,1
917715378,3412,2
958682565,7213,1
958682565,1221,1
971433094,3413,2
915279112,7231,1
935892910,1120,1
935892910,2422,1
935892910,3313,1
935892910,2142,1
948567121,7231,1
914524814,3240,1
897672952,5223,1
981142519,2342,3
914837227,5141,4
986769404,3422,1
971247274,5311,1
971247274,2342,1
976985451,2652,3
976985451,9214,1
976985451,2422,2
976985451,3413,5
976985451,5153,2
974637103,2211,5
974637103,5329,70
974637103,2267,4
974637103,2264,5
974637103,5321,57
974637103,3256,1
974637103,1342,9
974637103,3412,1
974637103,2634,3
974637103,9112,4
974637103,5151,1
974637103,2635,9
974637103,2221,2
974637103,2223,208
974637103,2224,59
974642743,2211,3
974642743,1219,2
974642743,2619,1
974642743,1349,10
974642743,5329,12
974642743,3439,4
974642743,3359,1
974642743,2266,1
974642743,5311,1
974642743,2622,1
974642743,3112,8
974642743,3511,1
974642743,2412,1
974642743,1211,1
974642743,2342,3
974642743,2114,1
974642743,9612,1
974642743,2341,2
974642743,5321,9
974642743,3256,2
974642743,2422,5
974642743,3323,1
974642743,2222,1
974642743,2611,2
974642743,4110,1
974642743,3312,1
974642743,1323,1
974642743,1342,4
974642743,1345,3
974642743,3412,1
974642743,2634,2
974642743,3313,1
974642743,7126,2
974642743,2161,1
974642743,2142,1
974642743,3434,1
974642743,2352,1
974642743,2221,3
974642743,1431,1
974642743,2223,41
974642743,2511,3
974642743,1114,1
974642743,1112,2
974642743,4323,1
974642743,0,2
974642743,5153,1
974642743,2224,16
874637122,2211,2
874637122,1219,5
874637122,3259,1
874637122,1349,4
874637122,2519,1
874637122,5419,1
874637122,8342,1
874637122,2164,1
874637122,4415,1
874637122,2266,1
874637122,5311,2
874637122,2622,2
874637122,5411,4
874637122,3112,19
874637122,2267,4
874637122,7133,3
874637122,2412,1
874637122,1211,1
874637122,2264,9
874637122,2342,7
874637122,6113,1
874637122,2341,18
874637122,5321,208
874637122,3256,2
874637122,2422,11
874637122,2432,1
874637122,3323,1
874637122,2611,6
874637122,3132,3
874637122,1342,5
874637122,1341,1
874637122,1344,2
874637122,1345,14
874637122,4313,1
874637122,2120,2
874637122,3412,4
874637122,2634,2
874637122,3313,3
874637122,4311,1
874637122,9611,1
874637122,2635,19
874637122,7126,4
874637122,2142,6
874637122,3143,1
874637122,2351,1
874637122,2221,6
874637122,2223,179
874637122,3118,1
874637122,4323,2
874637122,5153,6
874637122,2224,30
974635143,2359,1
974635143,2354,3
974635143,2342,9
974635143,2341,22
974635143,2422,2
974635143,1342,2
974635143,1341,2
974635143,1345,18
974635143,2634,2
974635143,2431,1
974635143,2635,9
974635143,2351,1
974635143,2352,1
935756030,1324,1
998164346,2342,1
998164346,2341,2
998164346,5312,1
998164346,2310,1
911648520,3230,1
918048200,5120,1
920282237,5329,2
976200373,8322,7
976200373,4323,1
998831962,3422,6
970493328,5113,16
916015429,5223,1
916015429,8350,2
916015429,3152,1
916015429,9412,1
916015429,5120,1
916015429,5131,5
916015429,3151,1
912266168,1349,1
912266168,7115,1
912266168,5153,1
917895929,5246,1
963413203,7231,2
963413203,5223,3
916083335,5223,1
990474729,2411,1
980407667,7131,4
985465088,5223,1
985465088,3322,1
897067382,3114,1
897067382,2411,1
966155779,3313,1
889520132,6121,1
913769112,7231,2
971474351,5311,5
971474351,2342,13
993853488,7411,4
999277195,1412,2
947668110,1349,1
947668110,4110,1
947668110,7115,7
986685812,8332,3
917438544,5311,2
997046242,5223,7
983627188,8322,1
915846432,3112,1
915846432,3313,1
915846432,2142,1
968967983,3119,10
968967983,1349,1
968967983,2519,1
968967983,7233,12
968967983,7412,3
968967983,3212,4
968967983,3112,4
968967983,3511,7
968967983,3114,2
968967983,2413,3
968967983,2114,3
968967983,3257,2
968967983,3117,59
968967983,3323,3
968967983,3116,3
968967983,2113,1
968967983,4110,2
968967983,3134,5
968967983,4321,2
968967983,1321,2
968967983,1324,1
968967983,1322,4
968967983,4322,5
968967983,3115,7
968967983,3412,4
968967983,8211,2
968967983,8113,19
968967983,8131,3
968967983,2423,5
968967983,2411,1
968967983,2631,1
968967983,2433,1
968967983,3322,2
968967983,2152,1
968967983,2146,11
968967983,2145,1
968967983,2144,1
968967983,2511,6
968967983,3118,2
979893191,3115,1
995638541,7233,1
995638541,3116,1
958354622,2511,1
974474867,1323,1
886159382,5414,3
996101649,2422,2
996101649,2611,1
996101649,2635,48
993130931,7233,3
993130931,8111,2
993130931,7231,1
993130931,3117,1
993130931,1321,1
993130931,2142,1
993130931,7542,2
966741007,8332,6
966585315,7231,1
966585315,7213,3
966585315,7132,1
966585315,4226,1
959517525,7231,4
959517525,9122,2
959517525,5223,1
980611086,1349,1
980611086,5411,7
980611086,3112,3
980611086,7133,5
980611086,2422,1
992415479,5120,2
992415479,5131,2
992415479,3434,4
994308807,1120,1
994308807,5223,15
994308807,5244,1
994308807,1420,5
999025935,4224,19
999025935,1411,1
999025935,5120,21
999025935,3434,2
971427450,2341,1
971427450,9412,1
971427450,1345,7
971427450,9112,1
971427450,5153,1
971427450,2320,1
916661126,9621,1
916661126,1412,1
994866028,4224,14
994866028,9112,8
994866028,5153,1
941900399,7411,2
941900399,7115,4
939182330,3511,2
971589752,1120,1
971589752,3113,4
971589752,7413,16
971589752,9313,1
971589752,4110,1
971589752,1212,1
971589752,2153,1
971589752,7422,2
996499499,3439,1
985241708,7122,1
985241708,7112,1
863534402,1349,5
863534402,2421,1
971475579,1120,1
971475579,2211,1
971475579,1349,2
971475579,2264,3
971475579,3257,4
971475579,2223,1
951608629,7233,1
951608629,9612,1
951608629,3257,1
951608629,3132,1
951608629,8131,1
951608629,9611,23
951608629,0,2
990379149,7231,3
990379149,5223,20
990379149,3322,2
990379149,0,2
912824322,8322,1
912824322,8332,6
912824322,1324,1
998775515,8332,1
950363576,5223,3
950363576,7126,10
950363576,0,2
980057925,3313,11
912274446,1120,2
912274446,1349,1
912274446,9621,12
912274446,5223,1
912274446,2642,6
912274446,9112,2
991412158,1120,1
984941579,1349,1
984941579,3322,1
971589671,1221,1
971589671,3322,2
989309285,7115,1
919522461,8142,1
919522461,1221,1
919522461,8344,1
915282881,5246,3
915282881,5120,1
986376380,1321,1
986376380,8172,2
969169800,6121,1
937920040,3112,2
937920040,2411,1
937920040,2142,1
935243351,1120,1
935243351,3123,4
935243351,3112,1
935243351,1323,1
935243351,2142,2
915338534,2519,1
915338534,3514,2
915338534,2511,8
922042969,5311,2
992621451,1120,1
992621451,3322,1
913569148,7213,1
992498951,8171,1
816361842,1349,3
816361842,2149,1
816361842,3114,13
816361842,3113,11
816361842,8212,1
816361842,2152,3
816361842,2151,1
816361842,3118,1
816361842,1114,1
971521112,3256,1
917459037,5120,1
913701909,1211,2
913701909,1321,1
913701909,2512,1
950070781,1324,1
950070781,7126,9
950070781,2142,1
950070781,7115,15
918627758,5223,1
983789129,5329,5
983789129,5321,41
983789129,1342,2
983789129,3412,7
983789129,9112,2
983789129,2221,3
983789129,2223,18
983789129,2224,4
974776758,7126,1
974776758,5153,1
974776731,2211,2
974776731,1349,1
974776731,5329,4
974776731,5311,2
974776731,2264,1
974776731,5321,7
974776731,9412,2
974776731,5120,3
974776731,9112,3
974776731,2221,1
974776731,2223,7
974776731,2224,4
974766558,2359,1
974766558,5311,7
974766558,2342,2
974766558,2341,18
974766558,5321,2
974766558,5312,2
974766558,2224,1
974782235,2211,5
974782235,1349,5
974782235,2359,6
974782235,5329,6
974782235,5311,10
974782235,3112,1
974782235,2652,1
974782235,2264,1
974782235,2342,17
974782235,2341,15
974782235,5321,15
974782235,5322,4
974782235,9412,4
974782235,5120,3
974782235,4110,3
974782235,1342,1
974782235,1345,2
974782235,2212,1
974782235,3412,1
974782235,2423,1
974782235,9112,9
974782235,5312,1
974782235,2221,2
974782235,2223,9
974782235,1114,2
974782235,1112,1
974782235,0,2
974782235,5153,1
974782235,2224,6
976998022,2652,2
976998022,2636,1
975607178,2652,1
918111131,8332,1
999536409,3119,1
999536409,7233,5
999536409,8343,3
999536409,1324,1
999536409,7131,1
999536409,3115,1
999536409,7132,1
999536409,1212,1
999536409,7214,3
999536409,4311,1
999536409,2411,1
999536409,2631,1
999536409,7126,2
999536409,1221,1
999536409,7212,3
983984673,3313,1
983984673,4311,1
996621383,8342,1
982222508,5141,2
915060862,8350,1
915060862,6222,3
837902622,1211,1
837902622,3312,3
837902622,1346,4
994649094,1349,2
990948526,2131,2
983839517,1349,1
983839517,2413,3
990721033,3313,1
917565856,5113,1
917565856,0,1
943277184,3112,1
943277184,3313,1
943277184,1221,1
971157879,8342,1
971157879,3341,1
971157879,8322,6
971157879,9333,1
971157879,8332,1
916734662,7126,4
993334618,8332,1
992437294,1321,1
992437294,8160,7
879421322,2161,2
991659994,8322,1
915724973,7115,2
915470882,5223,1
871466882,2261,1
871466882,3251,1
975980774,7126,8
992299754,5153,4
913319443,2264,16
913319443,4110,1
981915828,7115,2
979889496,3431,2
979889496,2642,41
979889496,2431,1
912169235,4321,1
981912136,5249,3
981912136,5223,2
981912136,1211,2
981912136,1324,1
981912136,3313,1
981912136,4311,2
993130796,7115,1
994288636,3240,1
994288636,2250,2
886732732,1349,1
888067922,3321,42
995957698,3321,19
996414698,5120,1
996414698,5131,5
988742953,1219,1
988742953,4311,1
912314030,1120,2
924622954,7125,1
974636697,0,2
976987683,2652,2
976987683,6113,3
976987683,2636,7
976987683,4110,1
976987683,3413,2
976987683,5153,3
974638215,1120,1
974638215,2211,1
974638215,1219,4
974638215,3119,1
974638215,1349,15
974638215,8342,1
974638215,3123,1
974638215,3341,1
974638215,2164,6
974638215,7114,1
974638215,2622,1
974638215,3112,10
974638215,1211,1
974638215,2264,1
974638215,6113,54
974638215,5321,7
974638215,9312,2
974638215,5322,2
974638215,2422,11
974638215,3323,1
974638215,4110,1
974638215,2162,1
974638215,1323,6
974638215,1342,1
974638215,7131,5
974638215,3412,13
974638215,2423,1
974638215,2634,1
974638215,9112,3
974638215,2411,1
974638215,2635,1
974638215,7126,7
974638215,3353,3
974638215,2161,1
974638215,2142,1
974638215,2223,5
974638215,4323,2
974638215,7115,2
974638215,0,41
974638215,5153,2
974638215,7222,2
974638215,2224,3
987017678,2211,9
987017678,1349,4
987017678,5329,119
987017678,3359,1
987017678,5311,21
987017678,8322,1
987017678,2267,5
987017678,2265,1
987017678,2264,20
987017678,5321,485
987017678,5322,13
987017678,4224,3
987017678,2422,6
987017678,9412,12
987017678,5120,5
987017678,4110,2
987017678,1343,1
987017678,1342,36
987017678,2212,3
987017678,3412,11
987017678,2634,4
987017678,9112,32
987017678,5151,8
987017678,4226,1
987017678,2221,14
987017678,2223,388
987017678,2511,1
987017678,7115,1
987017678,5153,10
987017678,2224,148
974638207,1349,3
974638207,2359,3
974638207,2354,6
974638207,5169,8
974638207,3439,2
974638207,3359,2
974638207,2164,2
974638207,2621,1
974638207,5311,9
974638207,2622,4
974638207,3112,1
974638207,2652,1
974638207,2413,1
974638207,2341,1
974638207,5321,1
974638207,2422,1
974638207,1323,1
974638207,1345,1
974638207,3412,1
974638207,1222,3
974638207,9112,2
974638207,2411,1
974638207,1431,3
974638207,2223,1
974638207,1112,2
974638207,5153,2
974638207,2224,1
974635364,2211,3
974635364,1349,4
974635364,2359,4
974635364,5329,2
974635364,2353,3
974635364,2266,4
974635364,5311,20
974635364,2622,2
974635364,2342,47
974635364,2341,132
974635364,5321,5
974635364,2422,6
974635364,2222,4
974635364,9412,1
974635364,4110,8
974635364,1342,1
974635364,1341,7
974635364,1345,25
974635364,3412,6
974635364,2634,17
974635364,9112,38
974635364,2635,25
974635364,5312,30
974635364,2351,7
974635364,2352,14
974635364,2221,14
974635364,2223,1
974635364,5153,3
974635364,2224,4
974643057,2211,5
974643057,3119,1
974643057,1349,3
974643057,5169,2
974643057,5329,1
974643057,3123,1
974643057,2621,2
974643057,4415,3
974643057,1211,2
974643057,2413,1
974643057,2341,2
974643057,5321,8
974643057,5322,2
974643057,2422,5
974643057,3323,1
974643057,1323,3
974643057,1321,1
974643057,4313,2
974643057,2421,1
974643057,1222,1
974643057,2423,3
974643057,1212,2
974643057,3313,1
974643057,4311,4
974643057,9112,2
974643057,2411,1
974643057,5312,2
974643057,2352,1
974643057,2223,1
974643057,2511,2
974643057,1112,1
974643057,2224,4
996870553,2211,3
996870553,3256,2
992329467,7233,1
912300692,1349,2
912300692,5223,1
912300692,1211,2
912300692,2166,3
912300692,2432,3
912300692,4214,1
912300692,3514,1
912300692,2642,1
912300692,2654,1
912300692,3313,3
912300692,4311,3
912300692,2431,4
912300692,1221,3
912300692,3322,1
912300692,4223,1
912300692,2511,7
983424961,2341,15
983424961,5312,6
983835295,1420,2
959384517,5153,1
956651301,5223,4
956651301,4110,1
956651301,3214,1
956651301,2223,1
979139012,8322,5
979139012,5120,2
979139012,5131,1
882316092,9329,1
882316092,7233,2
882316092,8342,1
882316092,9311,4
882316092,4110,1
916456891,3313,2
946533130,3313,5
966075651,5223,3
896373722,9112,24
919802154,5222,1
919802154,7126,3
976726545,5223,10
985402515,3240,1
985402515,2250,1
994451057,5120,1
987978430,4224,3
987978430,5120,10
987978430,5131,3
877000532,2652,2
877000532,2636,1
877000532,9214,9
877000532,4110,1
877000532,5153,2
970542507,2211,8
970542507,1219,2
970542507,1349,12
970542507,2359,1
970542507,2354,4
970542507,5169,1
970542507,5329,25
970542507,3359,2
970542507,8342,1
970542507,3123,1
970542507,2164,4
970542507,5311,39
970542507,4411,1
970542507,3112,13
970542507,1211,8
970542507,2264,15
970542507,2342,30
970542507,2341,52
970542507,5321,46
970542507,5322,13
970542507,4224,1
970542507,2422,11
970542507,2432,1
970542507,2222,4
970542507,9412,19
970542507,5120,11
970542507,4110,4
970542507,2653,2
970542507,1323,2
970542507,1342,14
970542507,1341,1
970542507,1345,6
970542507,2330,5
970542507,4313,3
970542507,7131,2
970542507,3412,15
970542507,2423,2
970542507,2634,2
970542507,9112,37
970542507,9111,4
970542507,8157,12
970542507,2635,19
970542507,2142,3
970542507,3434,1
970542507,5312,5
970542507,2351,2
970542507,2221,5
970542507,3423,1
970542507,2223,55
970542507,1112,2
970542507,3422,7
970542507,0,10
970542507,5153,4
970542507,2224,36
998186382,2341,7
998186382,9112,1
998186382,5312,2
998186382,2351,2
991445749,5329,3
991445749,1311,1
991445749,3412,1
991445749,0,5
817203752,7231,8
817203752,5223,1
817203752,4110,1
817203752,4311,1
817203752,4226,1
971487755,5311,19
971487755,2342,16
991110860,7115,2
936674178,5223,2
936674178,3112,2
936674178,9312,2
936674178,4321,3
936674178,8332,7
936674178,3322,1
936674178,7115,12
998817420,3256,1
911712113,8342,12
911712113,1212,1
934774353,3116,2
934774353,2433,1
934774353,7211,2
934774353,7222,6
989040545,1431,1
980707687,7115,3
983091539,7115,1
971487046,5311,3
971487046,2342,6
993572233,8322,1
995007371,2423,2
995007371,5244,5
913307828,2161,2
913307828,3118,2
912511812,6113,2
980796809,3422,2
882267342,5311,9
882267342,2342,31
882267342,4110,2
882267342,4311,1
984700636,5223,1
984700636,2262,11
984700636,3213,2
981304845,5223,1
920210651,4226,4
986950281,5223,2
986950281,7411,2
986950281,3114,2
986950281,3113,8
986950281,3131,2
986950281,7413,13
986950281,2413,1
986950281,4110,1
986950281,4222,2
986950281,1321,3
986950281,4313,2
986950281,2423,1
986950281,2431,1
986950281,9112,1
986950281,2411,2
986950281,2433,1
986950281,7422,3
964698570,3114,1
964698570,2153,1
964698570,7422,1
982897327,3114,1
982897327,3113,1
982897327,3131,1
982897327,7413,1
982897327,4222,1
982897327,4321,1
982897327,1221,1
985822263,3123,6
985822263,7114,4
985822263,3112,2
985822263,9313,1
985822263,8332,1
