orgnr_frtk,yrkeskode,antall_stillinger
974781573,2223,1
974781573,1112,1
974767686,2342,2
974767686,2341,2
974767686,5321,2
974767686,1345,2
974767686,3353,1
974774658,5153,1
976862643,5153,1
911363992,8322,3
911363992,9122,1
911363992,8331,2
911363992,8332,4
911363992,1324,1
911363992,4311,1
943082472,5223,1
943082472,4110,2
943082472,4311,2
943082472,7126,3
892557942,5141,2
816650402,3114,1
816650402,3514,1
816650402,2511,2
935036437,5223,1
963193149,5223,3
963193149,1420,1
955640454,5223,2
938305463,2412,1
938305463,1211,1
981328477,1420,1
991654860,5223,11
991654860,4321,2
991654860,8332,2
991654860,4311,2
980573079,7512,1
980573079,5223,2
980573079,2433,1
980573079,3322,1
980573079,1420,1
929763416,5141,17
929763416,4110,1
991678417,5141,14
979446071,1349,1
979446071,3123,1
979446071,3112,1
979446071,1323,1
979446071,4311,1
979446071,2142,2
979446071,7115,10
914335299,5223,4
914335299,4321,1
992180048,1349,1
992180048,5223,1
992180048,7127,1
979313225,3322,1
985566461,7233,3
985566461,4110,1
985566461,7127,1
985566461,1321,1
985566461,4322,1
985566461,7212,2
948063603,4214,1
948063603,3312,1
919628103,3341,1
919628103,3511,2
919628103,3321,1
919628103,3312,2
919628103,3313,1
919628103,2529,1
919579285,4226,1
992245719,2522,2
976501578,2433,2
911743787,7231,2
911743787,8211,2
929284887,3432,1
929284887,1221,1
929284887,3322,2
956238900,4110,2
956238900,7115,3
930114065,4110,1
930114065,3313,1
930114065,2142,6
930114065,7115,6
881533022,3123,1
881533022,2433,2
881533022,2142,2
881533022,7115,2
917578435,7115,2
876075032,6113,1
876075032,1344,1
970107592,1219,1
970107592,1349,2
970107592,5419,5
970107592,5311,5
970107592,2622,1
970107592,3112,1
970107592,1211,5
970107592,2342,5
970107592,6113,3
970107592,2636,3
970107592,5321,7
970107592,3256,2
970107592,4224,2
970107592,2422,1
970107592,2432,2
970107592,9412,3
970107592,5120,5
970107592,4110,5
970107592,1342,7
970107592,4313,1
970107592,3412,1
970107592,2423,2
970107592,1212,1
970107592,2634,42
970107592,3313,1
970107592,4311,1
970107592,9112,3
970107592,5151,1
970107592,2221,34
970107592,2223,12
970107592,7115,1
970107592,2310,1
970107592,0,2
970107592,5153,3
957242588,5223,5
957242588,9112,2
942447353,4110,1
927580128,3412,1
976107616,3511,2
974639904,2211,3
974639904,3259,6
974639904,5329,30
974639904,5311,3
974639904,2267,2
974639904,2264,4
974639904,5321,100
974639904,3256,1
974639904,5322,4
974639904,2422,4
974639904,2222,1
974639904,9412,2
974639904,5120,1
974639904,4110,1
974639904,1342,11
974639904,3412,3
974639904,2634,3
974639904,9112,1
974639904,5151,1
974639904,2635,4
974639904,3353,1
974639904,2221,19
974639904,2223,150
974639904,2224,37
974639912,2359,1
974639912,5419,7
974639912,3359,2
974639912,5311,4
974639912,2622,1
974639912,4411,1
974639912,2652,1
974639912,1345,3
974639912,5153,1
974643618,1120,1
974643618,2211,7
974643618,1349,5
974643618,5329,17
974643618,5419,1
974643618,2149,1
974643618,8342,3
974643618,3122,1
974643618,3341,2
974643618,4415,2
974643618,2266,1
974643618,5311,28
974643618,5411,2
974643618,3112,8
974643618,2652,1
974643618,2267,3
974643618,2264,11
974643618,2342,27
974643618,6113,12
974643618,2114,1
974643618,2341,21
974643618,5321,15
974643618,2422,14
974643618,2432,1
974643618,3323,1
974643618,2611,1
974643618,5120,1
974643618,4110,6
974643618,2165,2
974643618,1323,2
974643618,1342,5
974643618,1345,5
974643618,4313,5
974643618,3412,7
974643618,2423,1
974643618,1212,2
974643618,2634,13
974643618,3313,1
974643618,4311,3
974643618,9112,1
974643618,2411,2
974643618,2635,14
974643618,7126,1
974643618,5312,7
974643618,2352,3
974643618,2221,6
974643618,2223,51
974643618,2511,1
974643618,3118,1
974643618,0,4
974643618,5153,6
974643618,5414,1
974643618,2224,21
974639920,1349,1
974639920,5419,2
974639920,2164,1
974639920,5411,4
974639920,3112,6
974639920,6113,4
974639920,3132,1
974639920,1323,1
974639920,9112,5
974639920,7126,2
974639920,2142,1
974639920,0,2
974639920,5153,1
974636166,5311,9
974636166,5411,1
974636166,2342,22
974636166,2341,36
974636166,4110,5
974636166,1342,1
974636166,1345,19
974636166,9112,3
974636166,2635,1
974636166,7126,1
974636166,5312,1
974636166,2352,5
974636166,5153,1
974636166,2224,1
995397153,1349,1
995397153,2431,1
938712085,3313,1
971540044,3313,2
976990161,2652,2
976990161,2636,1
976990161,3413,2
976990161,5153,1
981162927,3422,1
986601201,3341,1
881504952,3432,1
997830563,5223,1
997830563,4321,1
917432414,5321,1
917432414,2223,13
967767166,8342,4
967767166,4110,1
921801645,4110,1
921801645,4322,2
921801645,2511,1
992426829,3112,1
992426829,2142,1
989695959,2341,2
989695959,1345,1
989695959,2511,1
994296760,1349,1
994296760,5249,1
994296760,7231,6
994296760,9122,1
994296760,5223,5
994296760,7213,3
994296760,7132,1
994296760,4226,3
992227443,2431,1
971489146,2211,4
971489146,3256,1
971489146,9112,1
980232883,3313,3
983196551,1321,2
983196551,7126,5
918313079,5223,2
918313079,3322,1
983342183,8322,1
839265832,5153,1
941809219,3123,1
941809219,3112,8
941809219,7411,6
941809219,7125,1
941809219,7122,1
941809219,2432,1
941809219,3323,1
941809219,7127,1
941809219,4321,1
941809219,1330,1
941809219,1323,11
941809219,1324,1
941809219,7223,1
941809219,3412,1
941809219,2423,1
941809219,4311,4
941809219,7126,5
941809219,1221,5
941809219,3322,1
941809219,2142,5
941809219,2511,1
941809219,8344,2
941809219,7115,8
927486210,2149,1
927486210,3112,3
927486210,4110,1
927486210,1323,4
927486210,2142,3
927486210,3315,1
927486210,3118,1
927486210,7115,2
937577087,1120,1
937577087,7233,4
937577087,8342,3
937577087,3122,1
937577087,7411,6
937577087,8182,1
937577087,1323,2
937577087,1321,5
937577087,3115,1
937577087,7223,1
937577087,3412,1
937577087,8171,2
937577087,8172,10
937577087,3322,3
937577087,8344,3
951278017,1211,2
951278017,4321,2
951278017,1321,1
951278017,8114,2
951278017,8344,2
881146312,1120,1
881146312,7233,2
881146312,8342,1
881146312,7412,2
881146312,7411,1
881146312,1321,1
881146312,8171,2
881146312,8172,1
881146312,7115,1
882792862,1120,1
882792862,1211,1
882792862,5246,1
882792862,4321,2
882792862,1323,2
882792862,1324,1
882792862,8171,1
882792862,8172,4
882792862,7132,2
882792862,8344,7
882792862,7115,3
913711300,3119,1
913711300,1349,1
913711300,2149,1
913711300,7233,4
913711300,3112,4
913711300,1211,1
913711300,3257,1
913711300,1321,2
913711300,8172,2
913711300,1212,1
913711300,1221,1
913711300,2433,5
913711300,3322,1
913711300,7115,4
913711300,7222,5
982792932,7233,1
982792932,7412,2
982792932,1324,1
982792932,8172,3
951269778,1219,1
951269778,1349,4
951269778,2149,1
951269778,5223,2
951269778,3112,6
951269778,1211,1
951269778,1323,8
951269778,1321,2
951269778,3412,2
951269778,1221,4
951269778,2433,10
951269778,3322,8
951269778,2161,2
951269778,2142,3
951269778,3118,2
951269778,7115,27
993797758,1211,1
993797758,4321,1
993797758,8114,2
993797758,8171,2
993797758,8172,1
993797758,7115,1
982792991,7233,5
982792991,1323,1
982792991,1321,1
982792991,8171,1
982792991,8172,1
921244665,1120,1
997404165,1120,1
997404165,3412,1
997404165,1221,2
982793017,7233,5
982793017,7411,1
982793017,3114,6
982793017,1211,1
982793017,1321,2
982793017,3115,1
982793017,8171,9
982793017,8172,1
982793017,3313,2
982793017,1221,5
982793017,8344,7
982793017,5153,1
835259072,1211,1
835259072,4311,1
983188397,1349,1
983188397,7233,2
984029497,7411,1
984029497,8172,4
982793068,1120,1
982793068,7233,6
982793068,7412,3
982793068,1321,1
982793068,8131,3
982793068,8171,8
982793068,8172,4
982793068,7132,1
982793068,1212,1
982793068,8344,1
982793068,7115,2
982793068,5153,3
975924955,1120,1
975924955,3119,2
975924955,1321,1
982793076,7233,1
982793076,8342,2
982793076,7411,3
982793076,1321,1
982793076,7223,2
982793076,3412,2
982793076,1221,3
982793076,8344,3
982793076,5153,1
941809030,1120,1
941809030,1219,1
941809030,1349,1
941809030,5223,1
941809030,2412,1
941809030,2413,2
941809030,1323,2
941809030,1321,1
941809030,3313,1
941809030,1221,2
941809030,3322,5
941809030,2511,1
941809030,1420,1
982680913,5223,2
982680913,3322,1
982793041,1120,1
982793041,7233,3
982793041,7411,2
982793041,1211,2
982793041,1321,1
982793041,3412,1
982793041,8171,1
982793041,8172,11
982793041,4311,1
982793041,2411,2
982793041,8344,1
992836253,7231,2
985289239,1323,1
969188090,9214,1
912082679,3119,1
912082679,1349,3
912082679,1211,1
912082679,3115,1
912082679,1221,2
912082679,3151,1
992478233,1349,2
992478233,2149,1
992478233,7233,18
992478233,3122,2
992478233,3112,1
992478233,1321,2
992478233,7132,2
992478233,7126,1
992478233,2144,5
992478233,5153,1
915886388,7233,3
915886388,7411,1
915886388,1321,3
957048633,5222,2
957048633,5223,17
957048633,4211,1
957048633,8160,1
957048633,1420,3
923156631,7411,4
923156631,1323,1
887832072,5311,6
887832072,2342,2
985686017,3256,1
976311396,1349,1
976311396,2412,1
976311396,1211,1
976311396,2413,1
976223586,2636,2
914365074,7233,3
914365074,7231,2
915845193,5244,18
916030169,5223,45
916030169,4222,10
916030169,2423,1
916030169,1221,5
916030169,2434,14
916030169,2433,5
916030169,3322,158
916030169,5244,169
991420592,1120,1
991420592,7231,1
998872758,2211,1
979679645,7411,5
967647497,5120,1
971004525,7126,9
915161804,5132,2
915161804,5223,2
915161804,3511,1
915161804,2413,1
915161804,2342,1
915161804,2166,1
915161804,3514,1
915161804,4110,1
915161804,1330,1
915161804,1221,1
915161804,2511,3
916332963,5120,12
916332963,1412,1
916332963,5131,25
916332963,3434,2
986011676,2166,1
986011676,3322,3
966910313,5311,3
966910313,2342,4
976202376,5311,2
976202376,2341,11
976202376,5312,1
988975788,5223,1
988120545,2114,5
988120545,2113,1
957152872,5223,2
997986849,7119,2
997986849,2142,1
997986849,7212,4
911908921,8342,1
911908921,3123,1
911908921,9312,1
911908921,4311,1
952065548,5329,4
993386448,5223,31
993386448,5245,1
961763991,7213,7
961763991,7132,2
961763991,4226,1
971366834,1120,1
971366834,1324,1
998341698,3214,3
985608180,1219,3
985608180,1349,3
985608180,3341,1
985608180,3334,1
985608180,3113,1
985608180,1323,1
985608180,1346,2
985608180,2142,1
985608180,5153,1
984538359,5132,9
984538359,4224,3
984538359,9412,4
984538359,9112,1
984538359,5131,4
971570660,2359,2
971570660,5152,2
971570660,9412,5
971570660,4110,1
971570660,9112,1
971570660,2320,5
985287422,3321,3
965896422,4110,1
942562241,3359,1
942562241,4110,2
942562241,1222,2
942562241,1420,1
985160287,2356,1
985160287,5311,4
985160287,2341,15
985160287,1345,2
871367442,5311,1
871367442,2342,7
871367442,1341,1
958012292,7233,2
958012292,5223,1
958012292,7411,1
958012292,3323,2
958012292,1324,1
958012292,1221,1
958012292,3322,1
976996860,2652,4
976996860,2636,3
976996860,3413,9
976996860,5153,2
992115181,1114,1
986850686,1120,1
986850686,1349,1
986850686,2266,1
986850686,5321,1
986850686,3256,1
986850686,2222,3
986850686,1342,2
986850686,2634,4
986850686,2635,34
986850686,2352,1
986850686,2221,1
986716823,1349,4
986716823,5311,24
986716823,3112,1
986716823,2342,63
986716823,2341,3
986716823,4224,1
986716823,1323,1
986716823,1341,4
986716823,5312,2
986716823,2351,5
986716823,2352,2
986716823,2224,2
974775700,1349,12
974775700,7233,2
974775700,8342,1
974775700,2266,1
974775700,7231,1
974775700,5411,9
974775700,3112,16
974775700,2267,1
974775700,7133,7
974775700,6113,2
974775700,5321,4
974775700,3256,1
974775700,9312,3
974775700,2422,4
974775700,3323,2
974775700,2165,1
974775700,9112,1
974775700,2352,2
974775700,2223,4
974775700,0,2
974775700,2224,1
986852956,2211,6
986852956,5329,8
986852956,5311,2
986852956,2267,4
986852956,2264,6
986852956,5321,6
986852956,2422,1
986852956,5120,2
986852956,1342,4
986852956,3412,2
986852956,2423,1
986852956,2634,7
986852956,2351,1
986852956,2221,7
986852956,2223,12
986852956,2224,1
974775697,9629,1
974775697,1349,1
974775697,2359,16
974775697,2355,1
974775697,3359,1
974775697,2622,4
974775697,6113,8
974775697,9412,1
974775697,1431,1
974775697,5153,2
974775689,1120,1
974775689,2211,2
974775689,1349,1
974775689,5329,85
974775689,5311,10
974775689,2267,4
974775689,7133,1
974775689,2264,1
974775689,6113,2
974775689,5321,131
974775689,3256,1
974775689,5322,33
974775689,9412,26
974775689,5120,12
974775689,4110,8
974775689,1342,5
974775689,3412,4
974775689,2634,1
974775689,9112,33
974775689,8157,28
974775689,2352,1
974775689,2221,13
974775689,2223,271
974775689,1114,1
974775689,0,1
974775689,5153,20
974775689,2224,26
974781921,2211,5
974781921,1219,6
974781921,9629,3
974781921,1349,10
974781921,2359,2
974781921,5329,22
974781921,5419,5
974781921,2164,1
974781921,2266,2
974781921,5311,30
974781921,5411,3
974781921,5223,2
974781921,3112,4
974781921,3511,1
974781921,7133,2
974781921,2412,1
974781921,1211,1
974781921,1223,2
974781921,2264,1
974781921,2342,18
974781921,2341,32
974781921,5321,23
974781921,2422,15
974781921,2432,1
974781921,5120,5
974781921,4110,3
974781921,4222,1
974781921,2165,2
974781921,1330,3
974781921,1342,4
974781921,1345,1
974781921,4313,1
974781921,3412,11
974781921,2423,2
974781921,2634,5
974781921,3313,3
974781921,4311,4
974781921,9112,1
974781921,2411,7
974781921,2635,9
974781921,3322,1
974781921,2161,2
974781921,5312,6
974781921,2351,2
974781921,2352,5
974781921,2221,1
974781921,1431,1
974781921,2223,19
974781921,2511,7
974781921,7115,1
974781921,0,4
974781921,5153,1
974781921,2224,9
974767031,5329,4
974767031,5311,36
974767031,2342,7
974767031,6113,2
974767031,2341,131
974767031,5321,3
974767031,2422,3
974767031,9412,2
974767031,4110,2
974767031,1345,23
974767031,9112,9
974767031,8157,2
974767031,2635,1
974767031,5312,11
974767031,2351,4
974767031,2352,8
974767031,2310,3
974767031,0,2
974767031,5153,2
974767031,2224,1
986852476,2422,2
986852476,1342,1
986852476,3412,2
986852476,2634,2
986852476,2635,1
986852476,2224,2
986829229,2224,2
913710851,7233,1
970895159,1349,1
970895159,2421,1
970895159,2431,2
970895159,1221,2
989049267,2413,1
989049267,4323,3
989049267,5153,1
992373490,8332,10
961893992,1222,2
891031912,3152,2
891031912,8182,2
990695997,3119,1
990695997,1349,2
990695997,3112,6
990695997,8332,2
990695997,1323,2
990695997,9611,1
990695997,2142,2
990695997,0,2
990695997,5153,3
990507139,4110,1
990507139,7126,5
990507139,1420,1
991905715,1349,1
991905715,2359,1
991905715,5419,11
991905715,3112,1
991905715,1311,1
991905715,4226,1
991905715,3422,3
991905715,5153,1
933188728,5164,1
933188728,3412,1
952662902,4110,1
952662902,8332,2
921710739,9212,1
986899545,8342,5
986899545,3123,4
986899545,3112,3
986899545,1323,5
986899545,3313,1
986899545,9112,1
986899545,2142,2
986899545,7115,2
943906270,3112,1
943906270,2142,3
986814353,8342,1
898374092,3114,2
898374092,1221,1
898374092,2141,1
984199163,7222,1
937114184,1349,1
937114184,2413,1
937114184,2166,1
922747385,3114,1
912069389,5311,3
912069389,2342,6
912069389,2351,2
998359279,4311,1
984445180,2411,1
988457310,2166,1
998547695,8342,4
977208068,9112,1
992706570,7119,1
992706570,3119,4
992706570,7233,1
992706570,3112,4
992706570,7411,1
992706570,7124,1
992706570,1323,2
992706570,3115,3
992706570,7214,1
992706570,7126,1
992706570,2146,2
990797366,3112,2
990797366,1323,2
998515920,7233,3
998515920,3112,2
998515920,3115,4
998515920,2423,2
984487436,7233,2
984487436,7114,12
984487436,7411,10
984487436,3322,1
984487436,7115,8
913250443,7233,1
913250443,7114,2
913250443,2413,1
913250443,2166,1
913250443,1321,1
913250443,7126,1
913250443,7212,2
992198923,3119,1
992198923,1349,3
992198923,7233,7
992198923,3122,1
992198923,3117,1
992198923,1321,1
992198923,1322,1
992198923,7223,2
992198923,8141,1
992198923,7214,7
992198923,4311,1
992198923,7126,3
992198923,7212,5
915244998,1349,2
915244998,7233,1
915244998,3113,1
915244998,3132,1
915244998,1321,1
915244998,1222,1
915244998,2411,1
912027384,2413,1
912828719,1219,1
912828719,3112,1
912828719,7115,6
915837328,7115,2
894671262,2423,1
985817898,3431,1
996770869,4132,1
996770869,2433,4
996770869,2511,1
893189742,4311,1
956587646,1114,1
916052413,2611,2
992034904,2162,1
992034904,2161,4
982330963,3322,1
983975992,3434,1
913104358,5222,1
913104358,5223,12
920610501,5223,4
996724255,2341,4
996724255,2351,2
980397262,4110,3
980397262,3343,1
875901192,5223,2
986085270,5120,1
986085270,1412,1
986085270,5131,6
996613011,5120,1
915145256,5223,3
981887506,9412,2
988028096,3119,1
815242602,3334,1
989373048,5141,2
996746194,5141,1
959799113,1120,1
959799113,1439,2
959799113,8332,1
959799113,3412,2
959799113,8157,2
988778338,7233,1
988778338,3322,1
988778338,7222,2
985421013,4311,2
993132578,7412,3
993132578,3115,2
993132578,7126,2
957720323,3119,2
957720323,7233,1
957720323,7412,2
957720323,3114,1
957720323,2413,1
957720323,4322,1
957720323,4313,1
957720323,1222,2
957720323,2423,1
957720323,1212,1
957720323,2431,4
957720323,1221,2
957720323,3322,4
993191728,3119,1
993191728,7233,1
993191728,7412,1
993191728,1324,1
993191728,2431,1
913585909,5120,4
913585909,5131,2
916566328,5132,1
916566328,5120,3
916566328,5131,8
936119212,5223,8
912236021,4211,2
999316255,5223,1
999316255,3311,1
999316255,3312,2
912266397,5141,3
984058144,5223,2
984058144,4110,1
993006564,1349,1
993006564,7412,7
993006564,7411,4
993006564,3114,4
993006564,3113,6
993006564,3432,2
993006564,4110,1
993006564,0,2
943165971,4321,2
943165971,8332,1
918888020,7114,10
918888020,7411,95
918888020,6113,6
918888020,7122,6
918888020,9313,8
918888020,7213,3
918888020,7131,22
918888020,7112,6
918888020,2142,2
918888020,7422,1
918888020,7115,42
918888020,7222,3
996300218,5223,1
998401658,5141,1
927746859,7412,1
927746859,4321,2
927746859,4313,2
927746859,8114,3
920917496,2511,3
913821467,2145,1
998050170,5223,2
955345789,6210,1
950787511,7115,4
914392489,7411,1
914392489,3114,1
914252822,5223,121
914252822,1420,12
985521247,2342,3
997299639,7112,1
992857870,3514,1
992857870,2512,1
991441409,5141,3
912258548,9412,3
912258548,5131,4
985921628,1221,1
965900527,3412,3
965900527,2635,1
991960368,7115,1
997379101,9312,1
997379101,9313,5
997379101,1323,2
997379101,9112,2
997379101,3322,1
997379101,5153,2
914355567,5243,2
914355567,9112,4
914355567,5151,3
914355567,1221,1
914355567,5153,7
971181699,4110,1
971181699,7214,6
913137612,9129,4
913137612,5419,6
913137612,5142,3
913137612,3422,17
994171127,3212,2
956531365,3512,1
956531365,2642,1
956531365,2513,1
956531365,2512,2
956531365,2511,4
985253285,1120,2
985253285,7115,14
916667124,7411,17
916667124,4110,2
916667124,1321,1
916667124,7126,10
927441799,1120,1
927441799,1349,1
927441799,7233,2
927441799,7411,1
927441799,3114,2
927441799,9313,1
927441799,3115,4
885230822,2341,2
885230822,4110,1
885230822,1345,1
980907457,5311,3
980907457,2342,62
980907457,1341,1
994338927,5311,9
994338927,2342,8
994338927,2352,3
912363821,2341,8
912363821,5312,5
912363821,2351,4
987020741,5141,2
985204268,5141,10
998013232,5120,4
998013232,5131,5
997514602,2512,1
914175534,2412,15
914175534,3321,4
914175534,3322,5
914175534,5244,1
997493249,1349,1
997493249,7231,4
980398145,7411,16
922043221,2342,6
997869699,1324,1
997869699,4322,1
984574819,2519,1
997824695,5223,1
913803264,6221,2
963447086,4110,1
963447086,1330,4
963447086,1221,1
963447086,3322,3
963447086,1420,1
822191622,3114,1
999002374,1420,1
916809166,3321,9
998179327,2142,1
991181784,5246,118
991181784,9412,101
991181784,1412,4
991181784,5131,8
986591559,8322,1
919782579,8342,3
919782579,7114,1
919782579,7126,1
918129650,4224,15
918129650,5120,2
866948542,3431,1
866948542,2166,1
866948542,2642,1
866948542,4110,2
866948542,2431,2
918044868,3434,2
920333478,1120,1
918078975,2431,1
981020057,4222,1
981020057,4322,1
981020057,3331,1
917089019,7126,1
915201466,8114,1
994334603,5120,1
981952812,1349,1
981952812,1221,1
981952812,2511,1
885548652,8341,1
966715596,5223,502
966715596,3322,9
966715596,1420,99
989901737,8322,1
989387553,6111,1
989387553,6121,1
934372093,8342,6
934372093,8332,1
954783782,8342,3
954783782,8332,2
992854820,8332,3
911444437,5223,2
998558670,1420,1
980395952,8342,2
980395952,7114,2
918950362,5223,1
989607774,9212,1
966171324,1420,1
992353511,1420,1
981887379,1349,1
981887379,7122,4
981887379,1323,1
981887379,7131,13
981887379,2411,1
988117765,7115,2
912634035,5120,2
912634035,5131,6
940129613,4110,1
940129613,5131,1
976083784,3112,1
976083784,9312,2
997844866,3214,1
998627826,8322,3
998297761,5311,3
998297761,2342,11
911894955,3256,1
971283025,5329,2
914156394,5311,4
914156394,2341,10
914156394,4110,2
914156394,1345,8
914156394,5312,13
914156394,2351,4
914156394,2352,11
914156394,2224,11
914884632,2659,30
998008522,6113,1
822134602,5223,4
977220246,2211,1
888042342,2431,4
911679787,3117,1
911679787,3323,1
911679787,2423,1
911679787,2411,3
911679787,2511,10
916346433,1349,2
916346433,3313,2
816301742,3119,3
816301742,1349,2
816301742,3511,1
816301742,3114,3
816301742,2412,1
816301742,2114,3
816301742,3117,6
816301742,3323,2
816301742,3514,1
816301742,3116,1
816301742,4110,1
816301742,1346,1
816301742,1322,3
816301742,2423,1
816301742,3313,7
816301742,4311,2
816301742,2431,1
816301742,2411,2
816301742,3322,1
816301742,2142,1
816301742,2146,4
816301742,2153,1
816301742,3343,1
816301742,2511,3
975370097,5311,4
975370097,2342,5
988399027,7512,5
988399027,5223,4
984076703,7231,1
987238968,4224,2
987238968,3422,1
998298350,7233,1
898489922,5223,2
986706275,1323,2
986706275,2142,1
986706275,7115,6
963671539,4224,2
983814328,3321,2
822043232,5311,1
822043232,2342,8
822043232,1341,1
822043232,2351,2
883549252,5223,2
986705244,4224,4
991297464,1349,1
991297464,4321,6
991297464,9333,8
991297464,1321,1
991297464,1324,2
991297464,4322,2
991297464,5153,1
984290535,3434,1
984375107,2342,1
984375107,1341,1
876035502,7233,2
876035502,7411,1
876035502,4110,1
876035502,7127,2
876035502,8212,1
876035502,1221,3
876035502,2142,1
953241803,3112,1
953241803,1346,1
953241803,3313,1
953241803,4223,1
953241803,3315,1
990742847,1349,2
990742847,2422,2
990742847,1345,1
990742847,3313,1
990742847,4221,1
990742847,2631,1
990742847,1114,1
914409527,4224,1
914409527,4110,1
914409527,1212,1
914409527,3313,7
914409527,4311,1
912115518,7126,1
828930672,5223,4
979394489,8322,5
913749030,8332,4
983208436,8157,3
974792249,2211,2
974792249,5329,8
974792249,5311,5
974792249,2622,4
974792249,2342,7
974792249,2341,30
974792249,5321,11
974792249,5120,2
974792249,4313,2
974792249,3412,5
974792249,9112,2
974792249,2352,6
974792249,2223,39
974792249,1112,1
974792249,5153,1
974792249,2224,2
974790602,2342,5
974790602,2341,8
974790602,1345,4
974790602,2352,1
974794446,1349,1
974794446,2359,2
974794446,5329,2
974794446,2164,1
974794446,3112,1
974794446,5321,4
974794446,5120,1
974794446,1342,1
974794446,1345,1
974794446,2431,1
974794446,5151,2
974794446,2223,2
974794446,1114,1
974794446,1112,1
974792265,1349,1
977001005,2652,2
977001005,3413,3
977001005,5153,5
995944499,5246,1
995944499,9412,2
975889645,5311,9
975889645,2342,3
971487518,5311,1
971487518,2342,2
887009082,3114,1
887009082,2151,1
914765528,2642,17
958779550,7213,8
998090369,7233,2
881477432,1349,2
881477432,7233,1
881477432,8342,2
881477432,7114,1
881477432,7231,3
881477432,3112,1
881477432,9312,1
881477432,9112,1
881477432,2411,1
881477432,7126,1
881477432,7115,5
881477432,5153,1
916135815,7119,4
985170606,7512,1
985170606,5223,2
995256797,4110,1
987415517,2142,1
994263595,7233,1
971033339,8343,2
971033339,1323,1
971033339,1324,2
888612912,5151,1
976985486,2636,2
976985486,3413,3
981548183,1349,2
981548183,3112,5
981548183,4311,1
981548183,5153,1
944383476,2211,14
944383476,1219,7
944383476,3119,1
944383476,1349,15
944383476,2359,4
944383476,2354,2
944383476,5329,37
944383476,2519,3
944383476,8342,1
944383476,2164,2
944383476,2621,4
944383476,2266,2
944383476,5311,23
944383476,2622,2
944383476,3112,11
944383476,3511,6
944383476,2267,12
944383476,2412,1
944383476,1211,1
944383476,2264,12
944383476,2342,26
944383476,6113,1
944383476,5246,2
944383476,2114,2
944383476,2341,68
944383476,5321,200
944383476,3256,6
944383476,9312,3
944383476,5322,2
944383476,2422,69
944383476,2432,3
944383476,3323,6
944383476,2222,1
944383476,2611,6
944383476,5120,8
944383476,4110,6
944383476,2653,1
944383476,2162,1
944383476,1330,1
944383476,1323,2
944383476,1342,28
944383476,1345,35
944383476,2330,1
944383476,4313,2
944383476,3412,18
944383476,1222,1
944383476,2423,6
944383476,1212,2
944383476,2634,19
944383476,3313,6
944383476,4311,3
944383476,9112,9
944383476,5151,2
944383476,2411,9
944383476,2635,31
944383476,2631,1
944383476,4223,1
944383476,2142,10
944383476,2146,1
944383476,5312,1
944383476,2351,5
944383476,2352,8
944383476,2221,31
944383476,1431,1
944383476,2223,434
944383476,7115,2
944383476,5153,7
944383476,2224,111
982134242,1322,1
982134242,3115,1
982134242,3313,1
982134242,2144,4
921020902,5246,2
996576515,4110,1
919133007,7112,1
976814738,5223,4
976814738,7126,3
987097507,8342,2
987097507,1323,1
971589183,1120,1
971589183,4223,7
971248904,3422,1
996900703,5245,2
990667497,1349,1
875898752,1349,1
875898752,3112,1
875898752,4311,1
875898752,2142,1
984538286,1349,1
986088806,4110,1
990904715,7411,10
990904715,3113,4
913749162,5141,1
921590830,8350,2
921590830,3152,13
983501877,5223,1
989629069,1412,1
937960514,8341,2
929959477,3334,1
929959477,4311,1
929959477,5153,3
998239311,3313,3
998239311,2411,1
976937244,5246,2
971501146,5311,1
971501146,2342,1
939507868,5223,1
994638084,5223,2
920295932,1120,1
920295932,7233,2
920295932,3122,1
920295932,7412,1
920295932,5223,26
920295932,3112,4
920295932,2412,1
920295932,2413,1
920295932,4110,3
920295932,4321,1
920295932,1321,1
920295932,4322,1
920295932,1222,1
920295932,2431,1
920295932,7126,1
920295932,1221,8
920295932,2433,18
920295932,3322,17
920295932,2142,1
920295932,7212,3
920295932,2511,3
920295932,1420,10
920295932,7222,1
880360272,5223,4
920402070,4221,1
963932138,9412,8
963932138,5120,3
963932138,1412,1
993776955,0,1
987008695,7422,9
912580857,3511,1
918535233,7231,1
979494645,5223,4
979494645,2642,1
979494645,5211,1
912533034,7233,2
912533034,2151,1
977500087,2413,1
977500087,2631,4
822276482,7231,3
822276482,5223,1
822276482,3322,2
884724902,5223,1
884724902,1221,1
911907232,7231,2
911907232,5223,2
911907232,4226,2
911907232,1420,1
931806858,7231,8
931806858,5223,7
931806858,7213,1
931806858,1321,1
931806858,4226,1
936999247,7231,2
936999247,5223,2
936999247,7213,2
936999247,4311,1
936999247,4226,3
937698917,1120,1
937698917,7231,2
937698917,7213,1
940967953,1120,1
940967953,1349,1
940967953,7231,6
940967953,5223,2
940967953,1211,1
940967953,2411,2
944019502,1349,1
944019502,7231,2
944019502,5223,3
944019502,2422,1
944019502,7213,1
957290795,7231,3
957290795,5223,1
957290795,7213,1
957290795,3322,1
979212887,5223,1
995333554,7231,4
995333554,5223,3
995333554,1211,1
995333554,4110,2
995333554,1222,1
995515784,7231,2
995515784,5223,4
995515784,4110,1
943646554,1324,1
943646554,4311,3
919141182,2412,1
837954282,7233,2
945481668,5223,2
945481668,3322,2
945481668,1420,1
932965771,1349,1
932965771,7231,1
