orgnr_frtk,nkode1,ansatte_antall,navn,naerk_tekst
981711041,93.210,456.0,HUNDERFOSSEN FAMILIEPARK AS,Drift av fornøyelses- og temaparker
939077685,55.101,71.0,HUNDERFOSSEN TURISTSENTER AS,"Drift av hoteller, pensjonater og moteller med restaurant"
957203175,01.620,27.0,HUNDESKOLEN VEIVISEREN AS,Tjenester tilknyttet husdyrhold
916536151,56.301,43.0,HUNDHOLMEN AS,Drift av puber
965624988,43.221,7.0,HUNDORP RØRLEGGERSERVICE AS,Rørleggerarbeid
983456200,88.911,24.0,HUNDREMETERSKOGEN BARNEHAGE GJØVIK SA,Barnehager
985299978,88.911,30.0,HUNDREMETERSKOGEN BARNEHAGE SA,Barnehager
971501138,88.911,17.0,HUNDREMETERSKOGEN BHG SA,Barnehager
987151749,88.911,6.0,HUNDREMETERSKOGEN FAMILIEBARNEHAGE Borgaard,Barnehager
993530085,47.912,4.0,HUNDREOGTI AS,"Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer"
967060291,10.910,16.0,HUNDSETH MØLLE AS,Produksjon av fôrvarer til husdyrhold
993135828,56.290,5.0,HUNDSUND SKOLERESTAURANT AS,Kantiner drevet som selvstendig virksomhet
993366315,43.221,16.0,HUNDVEN OG MONSEN VVS AS,Rørleggerarbeid
992600365,45.200,9.0,HUNDVÅG BILVERKSTED AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
971488875,86.902,1.0,HUNDVÅG FYSIKALSKE INSTITUTT,Fysioterapitjeneste
914336201,86.909,2.0,HUNDVÅG HUD & FOTKLINIKK AS,Andre helsetjenester
984008317,93.120,2.0,HUNDVÅG HÅNDBALL,Idrettslag og -klubber
982500281,47.521,10.0,HUNDVÅG JERN & FARGE AS,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer"
916499604,86.211,6.0,HUNDVÅG LEGESENTER AS,Allmenn legetjeneste
998601096,47.300,7.0,HUNNDALEN BENSIN & KIOSK AS,Detaljhandel med drivstoff til motorvogner
976569636,45.200,27.0,HUNSBEDT BIL AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
976569539,52.219,10.0,HUNSBEDT BILBERGING AS,Tjenester tilknyttet landtransport ellers
979787359,43.221,4.0,HUNSBEDT RØR AS,Rørleggerarbeid
922337268,45.200,3.0,HUNSFOS AUTOVERKSTED AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
981276671,88.911,38.0,HUNSRØD-FEVANG BARNEHAGE SA,Barnehager
985946108,47.300,20.0,HUNSTAD OG MØRKVED AUTOSENTER AS,Detaljhandel med drivstoff til motorvogner
976842081,25.990,70.0,HUNTER DOUGLAS NORGE AS,Produksjon av metallvarer ikke nevnt annet sted
985955107,09.101,3.0,HUNTER GROUP ASA,Boretjenester tilknyttet utvinning av råolje og naturgass
813642522,09.109,4.0,HUNTING ENERGY SERVICES (NORWAY) AS,Andre tjenester tilknyttet utvinning av råolje og naturgass
964014256,16.210,103.0,HUNTON FIBER AS,Produksjon av finerplater og andre bygnings- og møbelplater av tre
914801958,16.210,205.0,HUNTONIT AS,Produksjon av finerplater og andre bygnings- og møbelplater av tre
981609573,43.341,99.0,HUNVIK & CO AS,Malerarbeid
974638169,84.120,171.0,HURDAL KOMMUNE HELSE- OG OMSORGSETATEN,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
974635380,84.120,97.0,HURDAL KOMMUNE OPPVEKSTETATEN,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
974643030,84.110,16.0,HURDAL KOMMUNE SENTRALADMINISTRASJON,Generell offentlig administrasjon
974638185,84.130,42.0,HURDAL KOMMUNE TEKNISK ETAT,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked
974634015,86.211,10.0,HURDAL LEGESENTER,Allmenn legetjeneste
961335566,93.110,23.0,HURDAL SKISENTER AS,Drift av idrettsanlegg
976986989,94.910,11.0,HURDAL SOKN,Religiøse organisasjoner
914586135,85.591,35.0,HURDAL VERK FOLKEHØGSKOLE AS,Folkehøgskoleundervisning
989081284,55.101,81.0,HURDALSJØEN HOTEL OG KONFERANSESENTER AS,"Drift av hoteller, pensjonater og moteller med restaurant"
976862066,22.230,7.0,HURRICANE SPABAD AS,Produksjon av byggevarer av plast
974526689,50.102,195.0,HURTIGRUTEN PLUSS AS,Innenlandske kystruter med passasjerer
985979456,50.102,1669.0,HURTIGRUTEN SJØ AS,Innenlandske kystruter med passasjerer
951291579,55.101,249.0,HURTIGRUTEN SVALBARD AS,"Drift av hoteller, pensjonater og moteller med restaurant"
997645162,84.120,31.0,HURTIGRUTENS HUS HADSEL KF,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
981348125,52.214,18.0,HURUM & RØYKEN TAXI AS,Drift av taxisentraler og annen formidling av persontransport
997887441,45.200,5.0,HURUM BILSENTER AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
965958584,45.320,9.0,HURUM DEKK & BILGLASS AS,"Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler"
996210278,81.109,34.0,HURUM EIENDOMSSELSKAP KF,Andre kombinerte tjenester tilknyttet eiendomsdrift
879914752,35.130,3.0,HURUM ENERGI AS,Distribusjon av elektrisitet
916119755,66.220,3.0,HURUM FORSIKRING AS,Forsikringsformidling
976990358,94.910,9.0,HURUM KIRKELIGE FELLESRÅD,Religiøse organisasjoner
964963193,84.110,1010.0,HURUM KOMMUNE,Generell offentlig administrasjon
913077903,10.610,7.0,HURUM MØLLE AS,Produksjon av kornvarer
917743193,35.130,14.0,HURUM NETT AS,Distribusjon av elektrisitet
886606672,43.221,21.0,HURUM RØR AS,Rørleggerarbeid
996149188,47.641,7.0,HURUM SPORT AS,Butikkhandel med sportsutstyr
984279655,58.190,4.0,HUS & BOLIG ANS,Forlagsvirksomhet ellers
974394618,71.112,32.0,HUS ARKITEKTER AS,Arkitekttjenester vedrørende byggverk
989069764,43.320,5.0,HUS ENTREPRISER AS,Snekkerarbeid
915002153,96.090,1.0,HUS OG HAGEHJELPEN AS,Personlig tjenesteyting ikke nevnt annet sted
996972356,41.200,5.0,HUS1 NORGE AS,Oppføring av bygninger
998554756,43.120,9.0,HUSA MASKIN AS,Grunnarbeid
942114184,64.920,302.0,HUSBANKEN,Annen kredittgivning
914315425,47.523,7.0,HUSBY FAGSENTER AS,Butikkhandel med fargevarer
916830424,41.200,10.0,HUSBYGG STEINKJER AS,Oppføring av bygninger
999103170,41.200,45.0,HUSBYGGEREN AS,Oppføring av bygninger
963324014,41.200,8.0,HUSBYGGERENS INNKJØPSKONTOR AS,Oppføring av bygninger
913841328,88.911,6.0,HUSE GARDS- FAMILIEBARNEHAGE AS,Barnehager
986432493,31.020,59.0,HUSEBY AS,Produksjon av kjøkkenmøbler
987767049,47.599,15.0,HUSEBY KJØKKENSENTER AS,Butikkhandel med innredningsartikler ikke nevnt annet sted
983429793,88.911,14.0,HUSEBYGRENDA BARNEHAGE,Barnehager
987578424,86.211,5.0,HUSEBYSKOGEN MEDISINSKE SENTER SA,Allmenn legetjeneste
874250082,94.991,73.0,HUSEIERNES LANDSFORBUND,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted
989490923,43.120,44.0,HUSER ENTREPRENØR AS,Grunnarbeid
995819694,88.911,25.0,HUSER GÅRDSBARNEHAGE AS,Barnehager
985702209,46.180,3.0,HUSET HØYER AS,Agenturhandel med spesialisert vareutvalg ellers
987490241,47.710,7.0,HUSET VERA AS,Butikkhandel med klær
976034090,55.101,2.0,HUSET VÅRT BA,"Drift av hoteller, pensjonater og moteller med restaurant"
972412686,43.221,14.0,HUSEVÅG RØR AS,Rørleggerarbeid
885887422,47.789,7.0,HUSFLIDEN AS,Butikkhandel ikke nevnt annet sted
912858626,47.789,8.0,HUSFLIDEN AS,Butikkhandel ikke nevnt annet sted
912858804,47.789,12.0,HUSFLIDEN AS,Butikkhandel ikke nevnt annet sted
928587894,47.510,12.0,HUSFLIDEN AS,Butikkhandel med tekstiler og utstyrsvarer
986367780,47.789,9.0,HUSFLIDEN AS,Butikkhandel ikke nevnt annet sted
961369983,47.789,20.0,HUSFLIDEN AUST-AGDER AS,Butikkhandel ikke nevnt annet sted
998559472,47.789,12.0,HUSFLIDEN BODØ AS,Butikkhandel ikke nevnt annet sted
912857832,47.510,13.0,HUSFLIDEN ELVERUM,Butikkhandel med tekstiler og utstyrsvarer
911730014,47.510,10.0,HUSFLIDEN GJØVIK AS,Butikkhandel med tekstiler og utstyrsvarer
812274082,14.130,9.0,HUSFLIDEN HALLINGDAL AS,Produksjon av annet yttertøy
987301880,47.510,15.0,HUSFLIDEN HAMAR AS,Butikkhandel med tekstiler og utstyrsvarer
931932217,47.510,13.0,HUSFLIDEN HOLMESTRAND SA,Butikkhandel med tekstiler og utstyrsvarer
961958504,47.510,8.0,HUSFLIDEN KRISTIANSUND AS,Butikkhandel med tekstiler og utstyrsvarer
950502185,47.510,38.0,HUSFLIDEN LILLEHAMMER,Butikkhandel med tekstiler og utstyrsvarer
935128374,47.510,14.0,HUSFLIDEN LOFOTEN AS,Butikkhandel med tekstiler og utstyrsvarer
912858537,47.789,13.0,HUSFLIDEN MOLDE AS,Butikkhandel ikke nevnt annet sted
964200289,47.510,10.0,HUSFLIDEN STAVANGER AS,Butikkhandel med tekstiler og utstyrsvarer
961961823,47.510,6.0,HUSFLIDEN SURNADAL AS,Butikkhandel med tekstiler og utstyrsvarer
980688755,47.789,19.0,HUSFLIDEN TROMSØ AS,Butikkhandel ikke nevnt annet sted
911903210,47.789,3.0,HUSFLIDEN TRYSIL SENTRUM AS,Butikkhandel ikke nevnt annet sted
959788642,47.789,19.0,HUSFLIDEN TØNSBERG AS,Butikkhandel ikke nevnt annet sted
812859412,47.510,15.0,HUSFLIDEN ÅLESUND AS,Butikkhandel med tekstiler og utstyrsvarer
914778093,14.130,29.0,HUSFLIDENS VENNER TRONDHEIM,Produksjon av annet yttertøy
937696973,47.510,2.0,HUSFLIDSTOVA SA,Butikkhandel med tekstiler og utstyrsvarer
994023225,55.101,9.0,HUSFRUA AS,"Drift av hoteller, pensjonater og moteller med restaurant"
971495006,88.911,23.0,HUSKESTUA BARNEHAGE,Barnehager
958798954,88.911,15.0,HUSKESTUA BARNEHAGE HUNNDALEN SA,Barnehager
912416844,41.200,11.0,HUSKVAM AS,Oppføring av bygninger
982965691,84.130,40.0,HUSLEIETVISTUTVALGET,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked
816549582,47.591,15.0,HUSLY INTERIØR & KAFE AS,Butikkhandel med møbler
920546706,56.101,8.0,HUSMANNSKOSTEN,Drift av restauranter og kafeer
975807053,88.101,4.0,HUSMORVIKARSENTRET AS,Hjemmehjelp
994864912,47.540,13.0,HUSNES ELEKTRO AS,Butikkhandel med elektriske husholdningsapparater
986386254,45.200,7.0,HUSNES MOTOR AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
991211411,47.300,11.0,HUSNES PIT-STOP SERVICE AS,Detaljhandel med drivstoff til motorvogner
995871807,43.221,10.0,HUSNES RØYR AS,Rørleggerarbeid
915209750,25.730,117.0,HUSQVARNA NORGE AS,Produksjon av håndverktøy
916602146,41.200,5.0,HUSTAD BYGG AS,Oppføring av bygninger
952174835,47.591,15.0,HUSTAD MØBLER NAMSOS AS,Butikkhandel med møbler
952174924,47.591,18.0,HUSTAD MØBLER VERDAL AS,Butikkhandel med møbler
977374669,43.221,33.0,HUSTADGRUPPEN AS,Rørleggerarbeid
979961820,43.210,5.0,HUSTADVIKA ELEKTRO AS,Elektrisk installasjonsarbeid
912865754,47.650,4.0,HUSTVEDT & CO AS,Butikkhandel med spill og leker
986610707,78.200,34.0,HUSTVEDT & SKEIE AS,Utleie av arbeidskraft
986610782,49.410,20.0,HUSTVEDT & SKEIE TRANSPORT AS,Godstransport på vei
984204477,49.410,1.0,HUSVÅG DYRETRANSPORT AS,Godstransport på vei
922929254,88.911,19.0,HUSØY MARITIME FUS BARNEHAGE AS,Barnehager
977379415,41.200,72.0,HUURRE NORWAY AS,Oppføring av bygninger
919335734,47.730,4.0,HV APOTEK AS,Butikkhandel med apotekvarer
944062750,22.290,42.0,HV PLAST AS,Produksjon av plastprodukter ellers
969923130,01.500,1.0,HVAAL VERKSTED Kåre J Berg,Kombinert husdyrhold og planteproduksjon
997921976,90.034,3.0,HVABEHAGER AS,Selvstendig kunstnerisk virksomhet innen litteratur
974345315,10.820,14.0,HVAL SJOKOLADEFABRIKK ASA,"Produksjon av kakao, sjokolade og sukkervarer"
911982617,47.112,8.0,HVALER BENSIN OG SERVICE AS,Kioskhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
988552690,41.200,12.0,HVALER BYGG ENTREPRENØR AS,Oppføring av bygninger
984359454,55.101,16.0,HVALER GJESTGIVERI AS,"Drift av hoteller, pensjonater og moteller med restaurant"
976634063,84.120,360.0,HVALER KOMMUNE FAGOMRÅDE HELSE OG VELFERD,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
974635178,84.120,265.0,HVALER KOMMUNE FAGOMRÅDE OPPVEKST,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
974637200,84.130,92.0,HVALER KOMMUNE FAGOMRÅDE SAMFUNNSUTVIKLING,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked
974644207,84.110,41.0,HVALER KOMMUNE RÅDMANNENS STAB,Generell offentlig administrasjon
981691792,43.221,23.0,HVALER RØRLEGGERBEDRIFT AS,Rørleggerarbeid
976985729,94.910,9.0,HVALER SOKN,Religiøse organisasjoner
911780712,49.320,5.0,HVALER TAXI - CATHRINES TUT OG KJØR CATHRINE NILSEN,Drosjebiltransport
979224095,90.031,1.0,HVALER TRIVSELSKOR,Selvstendig kunstnerisk virksomhet innen visuell kunst
912256340,86.230,3.0,HVALERTANNLEGENE AS,Tannhelsetjenester
914665361,87.302,7.0,HVALHEIM BO OG SERVICESENTER AS,Bofellesskap for eldre og funksjonshemmede med fast tilknyttet personell hele døgnet
954583996,50.109,33.0,HVALSAFARI AS,Kysttrafikk ellers med passasjerer
984757344,56.101,1.0,HVASSER RESTAURANTDRIFT AS,Drift av restauranter og kafeer
984655304,10.310,48.0,HVEBERGSMOEN POTETPAKKERI AS,Bearbeiding og konservering av poteter
911792265,56.101,25.0,HVEDDING AS,Drift av restauranter og kafeer
913301854,56.101,30.0,HVELVET RESTAURANT AS,Drift av restauranter og kafeer
816520282,56.101,13.0,HVERDAGSGODT AS,Drift av restauranter og kafeer
979290861,69.202,20.0,HVERVEN REVISJON AS,Revisjon
920915418,56.101,1.0,HVETEBOLLER AS,Drift av restauranter og kafeer
980535150,79.120,39.0,HVITE BUSSER AS,Reisearrangørvirksomhet
917867232,86.230,7.0,HVITE SMIL AS,Tannhelsetjenester
972424099,95.220,11.0,HVITEVARESPESIALISTEN WP SERVICE AS,Reparasjon av husholdningsvarer og hageredskaper
991144455,49.410,11.0,HVITSAND TRANSPORT AS,Godstransport på vei
919430656,79.903,4.0,HVITSERK OF NORWAY AS,"Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet"
971425199,88.911,9.0,HVITSTEN NATURBARNEHAGE SA,Barnehager
912674878,86.211,4.0,HVITTINGFOSS LEGEKONTOR DA,Allmenn legetjeneste
995556979,47.510,31.0,HVITTRÅD AS,Butikkhandel med tekstiler og utstyrsvarer
820810732,81.210,5.0,HVITVASK AS,Rengjøring av bygninger
982791502,88.911,18.0,HVITVEISEN BARNEHAGE AS,Barnehager
915094988,74.101,14.0,HY5PRO AS,"Industridesign, produktdesign og annen teknisk designvirksomhet"
991729380,46.693,62.0,HYBEKO AS,Engroshandel med maskiner og utstyr til industri ellers
991225706,25.620,2.0,HYBOND AS,Bearbeiding av metaller
986959718,71.129,11.0,HYBRID ENERGY AS,Annen teknisk konsulentvirksomhet
957007821,28.910,57.0,HYCAST AS,Produksjon av maskiner og utstyr til metallurgisk industri
998473942,71.129,6.0,HYCO AS,Annen teknisk konsulentvirksomhet
982956579,46.630,32.0,HYDAC AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
912445313,24.422,183.0,HYDAL ALUMINIUM PROFILER AS,Produksjon av halvfabrikater av aluminium
988009911,25.990,32.0,HYDAL AS,Produksjon av metallvarer ikke nevnt annet sted
970894985,46.630,16.0,HYDEX SYLINDERTEKNIKK AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
947666088,46.693,10.0,HYDEX SYSTEMHYDRAULIKK AS,Engroshandel med maskiner og utstyr til industri ellers
994337416,66.220,9.0,HYDOR AS,Forsikringsformidling
913946073,46.630,48.0,HYDRA PIPE AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
989455087,69.201,14.0,HYDRA REGNSKAP AS,Regnskap og bokføring
987807261,71.129,5.0,HYDRATEAM AS,Annen teknisk konsulentvirksomhet
859239102,46.692,6.0,HYDRATECH AS,Engroshandel med skipsutstyr og fiskeredskap
819866872,46.693,10.0,HYDRAULIC PRODUCTION & SERVICES AS,Engroshandel med maskiner og utstyr til industri ellers
992107596,46.694,24.0,HYDRAULIKK COMPETANCE AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
930584819,28.229,11.0,HYDRAULIKK FINNMARK AS,Produksjon av løfte- og håndteringsutstyr ellers
986261915,46.630,12.0,HYDRAULIKKTEKNIKK AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
966516038,43.990,1.0,HYDREA AS,Annen spesialisert bygge- og anleggsvirksomhet
920217761,46.630,6.0,HYDRECO HYDRAULICS NORWAY AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
917537534,24.421,3189.0,HYDRO ALUMINIUM AS,Produksjon av primæraluminium
975934578,24.422,697.0,HYDRO ALUMINIUM ROLLED PRODUCTS AS,Produksjon av halvfabrikater av aluminium
930187240,35.111,208.0,HYDRO ENERGI AS,Produksjon av elektrisitet fra vannkraft
899286952,24.422,90.0,HYDRO EXTRUDED SOLUTIONS AS,Produksjon av halvfabrikater av aluminium
942613466,24.422,118.0,HYDRO EXTRUSION NORWAY AS,Produksjon av halvfabrikater av aluminium
817482902,03.213,9.0,HYDRO FISH CARE AS,Tjenester tilknyttet hav- og kystbasert fiskeoppdrett
976466810,26.510,1.0,HYDRO FORCE TECHNOLOGIES AS,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter"
918175636,24.421,42.0,HYDRO VIGELANDS BRUG AS,Produksjon av primæraluminium
987307471,46.493,6.0,HYDRO-DESIGN AS,Engroshandel med fritidsbåter og -utstyr
997662903,37.000,25.0,HYDROCLEAN AS,Oppsamling og behandling av avløpsvann
919419539,71.129,1.0,HYDROGEN SOURCE AS,Annen teknisk konsulentvirksomhet
912305198,71.129,7.0,HYDROGENPRO AS,Annen teknisk konsulentvirksomhet
976198093,90.011,1.0,HYDROKORET,Utøvende kunstnere og underholdningsvirksomhet innen musikk
916554826,03.213,2.0,HYDROLICER DRIFT AS,Tjenester tilknyttet hav- og kystbasert fiskeoppdrett
984202040,30.120,27.0,HYDROLIFT AS,Bygging av fritidsbåter
825935592,25.990,26.0,HYDRONIQ COOLERS AS,Produksjon av metallvarer ikke nevnt annet sted
987004290,68.209,4.0,HYDROPARKEN AS,Utleie av egen eller leid fast eiendom ellers
981250915,46.740,4.0,HYDROPRESS HUBER AB NORSK AVDELING AV UTENLANDSK ENHET,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr"
915322506,46.693,229.0,HYDROSCAND AS,Engroshandel med maskiner og utstyr til industri ellers
939530185,03.222,10.0,HYEN FISK AS,Produksjon av yngel og settefisk i ferskvannsbasert fiskeoppdrett
979695683,46.739,7.0,HYGGE DESIGN AS,Engroshandel med byggevarer ikke nevnt annet sted
978630561,96.010,16.0,HYGIENISK VASK OG RENS AS,Vaskeri- og renserivirksomhet
997925084,47.300,19.0,HYLESTAD AUTO AS,Detaljhandel med drivstoff til motorvogner
917179247,10.710,9.0,HYLLAN HJEMMEBAKERI AS,Produksjon av brød og ferske konditorvarer
920290892,11.070,1.0,HYLLEST AS,"Produksjon av mineralvann, leskedrikker og annet vann på flaske"
964967547,84.110,330.0,HYLLESTAD KOMMUNE,Generell offentlig administrasjon
976995791,94.910,7.0,HYLLESTAD SOKN,Religiøse organisasjoner
912183262,28.150,40.0,HYMATEK CONTROLS AS,"Produksjon av lagre, gir, tannhjulsutvekslinger og andre innretninger for kraftoverføring"
956998433,46.630,53.0,HYMAX AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
990390614,46.900,5.0,HYMEK AS,Uspesifisert engroshandel
982219469,62.010,50.0,HYPER INTERAKTIV AS,Programmeringstjenester
918817190,59.200,8.0,HYPERKLIKK AS,Produksjon og utgivelse av musikk- og lydopptak
993312584,43.210,3.0,HYPOXIC TECHNOLOGIES AS,Elektrisk installasjonsarbeid
918719601,77.110,16.0,HYRE AS,Utleie og leasing av biler og andre lette motorvogner
979484127,33.120,12.0,HYTECH AS,Reparasjon av maskiner
986906800,78.200,177.0,HYTECH PERSONELL AS,Utleie av arbeidskraft
988283002,33.120,32.0,HYTECH TRADING AS,Reparasjon av maskiner
998430747,56.101,18.0,HYTTA MAT & VINHUS AS,Drift av restauranter og kafeer
912514161,47.789,2.0,HYTTEBUTIKKEN STABEKK AS,Butikkhandel ikke nevnt annet sted
822115942,81.210,6.0,HYTTESERVICE RUMKER AS,Rengjøring av bygninger
965560149,47.529,60.0,HYTTETORGET AS,Butikkhandel med byggevarer ikke nevnt annet sted
914315816,45.111,30.0,HYUNDAI MOTOR NORWAY,"Agentur- og engroshandel med biler og lette motorvogner, unntatt motorsykler"
922211582,46.693,5.0,Habasit Norge AS,Engroshandel med maskiner og utstyr til industri ellers
815220072,46.494,10.0,Hamax AS,Engroshandel med sportsutstyr
943733988,45.111,457.0,Harald A Møller AS,"Agentur- og engroshandel med biler og lette motorvogner, unntatt motorsykler"
948808900,45.200,31.0,Haugesund Auto AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
947574884,68.209,1.0,Heidenreich Holding A/S,Utleie av egen eller leid fast eiendom ellers
940168759,41.200,53.0,Helge Klyve AS,Oppføring av bygninger
940158605,01.190,6.0,Helgeland Skogselskap,Dyrking av ettårige vekster ellers
945873973,43.221,8.0,Henriksen Rørleggerbedrift A/S,Rørleggerarbeid
946362069,47.591,16.0,Hopen Møbler AS,Butikkhandel med møbler
910832824,55.101,246.0,Hotel Bristol AS,"Drift av hoteller, pensjonater og moteller med restaurant"
940413451,86.211,7.0,Humana Sandvika A/S,Allmenn legetjeneste
978711820,43.210,7.0,HÅ ELEKTRO AS,Elektrisk installasjonsarbeid
942221983,23.610,50.0,HÅ ELEMENT AS,Produksjon av betongprodukter for bygge- og anleggsvirksomhet
974773317,84.120,1297.0,HÅ KOMMUNE HELSE- OG SOSIALETAT,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
974781115,84.110,150.0,HÅ KOMMUNE SENTRALADMINISTRASJON,Generell offentlig administrasjon
974766809,84.120,1115.0,HÅ KOMMUNE SKOLE- OG KULTURETAT,"Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"
974773333,84.130,104.0,HÅ KOMMUNE TEKNISK- OG NÆRINGSETAT,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked
918026711,10.120,78.0,HÅ KYLLING AS,Bearbeiding og konservering av fjørfekjøtt
976993543,94.910,35.0,HÅ KYRKJELEGE FELLESRÅD,Religiøse organisasjoner
971081082,69.201,22.0,HÅ REKNESKAPSLAG SA,Regnskap og bokføring
986659897,01.471,21.0,HÅ RUGERI AS,Hold av verpehøner for konsumeggproduksjon
980493644,88.911,24.0,HÅBAFJELL IDRETTSBARNEHAGE SA,Barnehager
922042985,88.911,33.0,HÅBET FUS FRILUFTSBARNEHAGE AS,Barnehager
989553313,43.221,2.0,HÅGENSTAD RØR AS,Rørleggerarbeid
971453192,88.911,25.0,HÅGÅSLETTA BARNEHAGE,Barnehager
911974193,49.410,10.0,HÅHEIM KRAN OG TRANSPORT AS,Godstransport på vei
971554096,88.911,20.0,HÅHOLEN BARNEHAGE,Barnehager
893184872,46.694,2.0,HÅKEDAL AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
982797632,49.410,75.0,HÅKERUD JOHANSEN TRANSPORT AS,Godstransport på vei
843011322,45.192,16.0,HÅKON CAMPING AS,"Detaljhandel med andre motorvogner, unntatt motorsykler"
989400002,53.200,36.0,HÅKON GJERTSEN AS,Andre post- og budtjenester
913869583,47.771,10.0,HÅKON LIAN AS,Butikkhandel med ur og klokker
989649795,47.111,22.0,HÅKON TØNNESSEN AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
922042993,88.911,30.0,HÅKONSHELLA FUS BARNEHAGE AS,Barnehager
946624373,49.410,49.0,HÅKULL AS,Godstransport på vei
939315160,25.120,22.0,HÅLAND & KARLSON AS,Produksjon av dører og vinduer av metall
985370761,46.630,15.0,HÅLAND INSTRUMENTERING AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
978664121,10.130,25.0,HÅLAND KJØTT AS,Produksjon av kjøtt- og fjørfevarer
936938426,47.510,9.0,HÅLAND UTSTYR AS,Butikkhandel med tekstiler og utstyrsvarer
912186385,85.201,30.0,HÅLANDSDAL VEKST SA,Ordinær grunnskoleundervisning
920677266,56.101,27.0,HÅLANDSHUSET AS,Drift av restauranter og kafeer
987895292,88.911,39.0,HÅLANDSMARKÅ BARNEHAGE SA,Barnehager
971494042,94.991,8.0,HÅLOGALAND AMATØRTEATERSELSKAP (HATS),Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted
983093280,43.210,7.0,HÅLOGALAND ELEKTRO AS,Elektrisk installasjonsarbeid
980897915,16.231,24.0,HÅLOGALAND ELEMENT AS,Produksjon av monteringsferdige hus
916256973,35.130,21.0,HÅLOGALAND KRAFT AS,Distribusjon av elektrisitet
914719143,61.100,12.0,HÅLOGALAND KRAFT BREDBÅND AS,Kabelbasert telekommunikasjon
980249417,35.111,12.0,HÅLOGALAND KRAFT KUNDE AS,Produksjon av elektrisitet fra vannkraft
985411131,35.130,63.0,HÅLOGALAND KRAFT NETT AS,Distribusjon av elektrisitet
912432181,35.111,14.0,HÅLOGALAND KRAFT PRODUKSJON AS,Produksjon av elektrisitet fra vannkraft
959019126,38.110,5.0,HÅLOGALAND RESSURSSELSKAP IKS,Innsamling av ikke-farlig avfall
934147014,69.202,9.0,HÅLOGALAND REVISJON AS,Revisjon
920093914,90.012,92.0,HÅLOGALAND TEATER AS,Utøvende kunstnere og underholdningsvirksomhet innen scenekunst
985435596,49.410,28.0,HÅLOGALAND TRANSPORTSELSKAP AS,Godstransport på vei
984838107,56.101,23.0,HÅLOGALANDSPIZZA AS,Drift av restauranter og kafeer
918752900,82.990,43.0,HÅMSØ PATENTBYRÅ AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
919726733,56.101,23.0,HÅNDSLAG AS,Drift av restauranter og kafeer
