orgnr_frtk,nkode1,ansatte_antall,navn,naerk_tekst
994151010,88.911,14.0,0 - 6 ULLENSAKERGATA BARNEHAGE AS,Barnehager
999286976,88.911,18.0,0 - 6 VÅLERENGGATA BARNEHAGE AS,Barnehager
918837221,52.214,14.0,0-TAXI ASKER OG BÆRUM AS,Drift av taxisentraler og annen formidling av persontransport
919996013,18.120,182.0,07 MEDIA AS,Trykking ellers
913193911,18.120,61.0,07 MEDIA SØR AS,Trykking ellers
991516891,49.410,1.0,1 2 3 LØFT AS,Godstransport på vei
996706508,81.101,38.0,1 HJELPENDE HÅND AS,Vaktmestertjenester
912595625,88.991,19.0,1 PLUSS 1 BO OG OMSORGSBASER AS,Barneverntjenester
991937099,69.201,9.0,1+1 REGNSKAP AS,Regnskap og bokføring
980292738,16.231,51.0,1-2 TRE ELEMENTPRODUKSJON AS,Produksjon av monteringsferdige hus
998581311,69.100,6.0,1-2-3 ADVOKATEN AS,Juridisk tjenesteyting
999529852,69.201,2.0,1-2-3 REGNSKAP AS,Regnskap og bokføring
917994714,88.911,18.0,100 METERSKOGEN BARNEHAGE AS,Barnehager
990702438,88.911,24.0,100-METERSKOGEN BARNEHAGE AS,Barnehager
978609996,84.250,17.0,110-SENTRALEN FOR FINNMARK,Brannvern
913067061,43.990,18.0,123 BAD AS,Annen spesialisert bygge- og anleggsvirksomhet
917104379,41.200,9.0,123 BYGG MINDE AS,Oppføring av bygninger
998214637,68.209,4.0,123 MINILAGER AS,Utleie av egen eller leid fast eiendom ellers
911593564,41.200,20.0,123TAK AS,Oppføring av bygninger
914597919,45.200,5.0,13 BILSERVICE AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
987428317,63.120,77.0,180.NO NUMMEROPPLYSNINGEN AS,Drift av web-portaler
976491351,82.201,43.0,1880 NUMMEROPPLYSNING AS,Telefonvakttjenester
913556194,71.121,6.0,1DIAMOND AS,Byggeteknisk konsulentvirksomhet
992408766,96.020,5.0,2 FRISØRER AS,Frisering og annen skjønnhetspleie
920941168,56.101,2.0,2 KNOP AS,Drift av restauranter og kafeer
992467061,71.129,11.0,2 NS VVS-PROSJEKTERING AS,Annen teknisk konsulentvirksomhet
912237664,71.129,16.0,2 PARK TECHNOLOGIES AS,Annen teknisk konsulentvirksomhet
913168038,69.201,3.0,247REGNSKAP AS,Regnskap og bokføring
911801663,62.010,7.0,24ONOFF AS,Programmeringstjenester
995251094,58.290,89.0,24SEVENOFFICE LABS AS,Utgivelse av annen programvare
999577547,79.903,18.0,29-2 AURLAND AS,"Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet"
898304302,88.991,9.0,2A-HEIMEN AS,Barneverntjenester
987704918,81.210,205.0,2CLEAN AS,Rengjøring av bygninger
983569285,90.012,87.0,2ENTERTAIN NORGE AS,Utøvende kunstnere og underholdningsvirksomhet innen scenekunst
995672197,81.210,24.0,2RVE AS,Rengjøring av bygninger
918488081,71.129,12.0,2STABILISE AS,Annen teknisk konsulentvirksomhet
955497643,43.320,27.0,2TAL AS,Snekkerarbeid
985233632,43.210,15.0,2TAL ELEKTRO AS,Elektrisk installasjonsarbeid
919871466,43.120,44.0,2TAL UTEMILJØ ANLEGGSGARTNER AS,Grunnarbeid
986463828,81.300,3.0,2TAL UTEMILJØ AS,Beplantning av hager og parkanlegg
820210042,46.494,23.0,2XU NORDICS AS,Engroshandel med sportsutstyr
990993718,81.300,16.0,3 KLØVER AS,Beplantning av hager og parkanlegg
993231223,86.211,4.0,3 LEGER DA,Allmenn legetjeneste
912593339,41.200,9.0,3 MALERE AS,Oppføring av bygninger
918321659,47.593,23.0,3 N LOGISTICS AS,"Butikkhandel med kjøkkenutstyr, glass og steintøy"
912686310,74.101,9.0,3 NORSKE DESIGN GROUP AS,"Industridesign, produktdesign og annen teknisk designvirksomhet"
878703812,77.330,26.0,3 STEP IT AS,Utleie og leasing av kontor- og datamaskiner
981580435,93.130,51.0,3 T PIRBADET AS,Treningssentre
979193734,93.130,138.0,3 T ROSTEN AS,Treningssentre
978658814,93.130,32.0,3 T STEINKJER AS,Treningssentre
986591060,86.230,1.0,3 TANNLEGER DA,Tannhelsetjenester
975339793,25.620,17.0,3 TS INDUSTRISERVICE AS,Bearbeiding av metaller
921547536,56.101,13.0,3475 SERVERING AS,Drift av restauranter og kafeer
911566826,86.909,4.0,360 GRADER KIROPRAKTOR AS,Andre helsetjenester
919742356,23.140,321.0,3B-FIBREGLASS NORWAY AS,Produksjon av glassfibrer
922250200,46.660,12.0,3C TECHNOLOGY AS,Engroshandel med maskiner og utstyr til kontor ellers
979420773,71.129,14.0,3D PERCEPTION AS,Annen teknisk konsulentvirksomhet
984216572,47.430,7.0,3D-BEDRIFT AS,Butikkhandel med audio- og videoutstyr
983767400,74.909,13.0,3D-RADAR AS,"Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted"
996043614,41.200,7.0,3H BYGG AS,Oppføring av bygninger
998156025,41.200,6.0,3HUS AS,Oppføring av bygninger
914307635,46.900,81.0,3M NORGE AS,Uspesifisert engroshandel
988389846,61.100,16.0,3NET AS,Kabelbasert telekommunikasjon
992245417,62.010,1.0,3SIXTY,Programmeringstjenester
912187691,93.130,48.0,3T FOSSEGRENDA AS,Treningssentre
999203345,93.130,73.0,3T ILSVIKA AS,Treningssentre
982585325,93.130,27.0,3T ORKDAL AS,Treningssentre
917867119,93.130,54.0,3T PRODUKTER AS,Treningssentre
916769954,71.129,10.0,3TECH AS,Annen teknisk konsulentvirksomhet
820940202,43.320,11.0,4 I 1 SNEKKER SERVICE AS,Snekkerarbeid
943838240,94.991,49.0,4H NORGE,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted
986042032,63.110,7.0,4HUMAN AS,"Databehandling, datalagring og tilknyttede tjenester"
897757222,58.290,27.0,4HUMAN HRM AS,Utgivelse av annen programvare
997304446,63.110,24.0,4HUMAN IT AS,"Databehandling, datalagring og tilknyttede tjenester"
979584296,46.421,14.0,4KNITS AS,Engroshandel med klær
997649117,56.290,237.0,4SERVICE AS,Kantiner drevet som selvstendig virksomhet
917719993,81.210,1138.0,4SERVICE EIR RENHOLD AS,Rengjøring av bygninger
819702802,56.290,126.0,4SERVICE FS AS,Kantiner drevet som selvstendig virksomhet
897392232,56.290,15.0,4SERVICE GRUPPEN AS,Kantiner drevet som selvstendig virksomhet
990035946,56.290,418.0,4SERVICE KANTINE AS,Kantiner drevet som selvstendig virksomhet
996164748,56.290,275.0,4SERVICE LANDANLEGG AS,Kantiner drevet som selvstendig virksomhet
994835904,56.290,164.0,4SERVICE OFFSHORE AS,Kantiner drevet som selvstendig virksomhet
991711392,71.129,59.0,4SUBSEA AS,Annen teknisk konsulentvirksomhet
979896026,96.020,4.0,4U HAIR BODY STYLE AS,Frisering og annen skjønnhetspleie
915890679,85.609,19.0,4YOU AS,Andre tjenester tilknyttet undervisning
913990773,56.101,1.0,5 FLÅTEN AS,Drift av restauranter og kafeer
914166489,79.903,6.0,50 DEGREES NORTH NORDIC AS,"Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet"
913641477,68.310,4.0,60 GRADER NÆRINGSMEGLING AS,Eiendomsmegling
990821097,50.102,57.0,62 NORD AS,Innenlandske kystruter med passasjerer
918478566,56.101,19.0,64GRADERNORD AS,Drift av restauranter og kafeer
988750158,47.710,12.0,654 M.O.H AS,Butikkhandel med klær
819997292,86.230,3.0,7 FJELL KJEVEORTOPEDI AS,Tannhelsetjenester
912102262,71.121,18.0,7FJELL ENTREPRENØR AS,Byggeteknisk konsulentvirksomhet
921430027,62.010,3.0,7MOUNTAINS AS,Programmeringstjenester
991386092,62.020,7.0,7N NORGE AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
996261824,71.129,23.0,7OCEAN PEOPLE AS,Annen teknisk konsulentvirksomhet
996745791,71.129,27.0,7WAVES AS,Annen teknisk konsulentvirksomhet
919117257,49.320,16.0,853 JENSSEN TAXI,Drosjebiltransport
989467611,81.101,10.0,993HJELP AS,Vaktmestertjenester
944975489,43.120,5.0,A & A Transport og Service DA,Grunnarbeid
979334494,43.120,23.0,A & B ANDREASSEN MASKIN AS,Grunnarbeid
921073968,41.200,1.0,A - Å BYGG & EIENDOM AS,Oppføring av bygninger
977250293,41.200,2.0,A 1 BYGGMESTER JOHAN AS,Oppføring av bygninger
919580526,45.112,7.0,A AUTOPARK AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
974493411,96.010,12.0,A B MATTESERVICE AS,Vaskeri- og renserivirksomhet
910774115,46.740,5.0,A BRANDTH AS,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr"
980704181,49.410,11.0,A BRÅTEN TRANSPORT AS,Godstransport på vei
989575716,41.200,24.0,A BYGG ENTREPRENØR AS,Oppføring av bygninger
879946492,27.120,25.0,A C SMITH & CO AS,Produksjon av elektriske fordelings- og kontrolltavler og paneler
971095059,46.450,12.0,A CHRISTENSEN ENGROS AS,Engroshandel med parfyme og kosmetikk
911578069,46.620,27.0,A FALKENBERG EFTF AS,Engroshandel med maskinverktøy
991134719,69.201,6.0,A FOSSAN REGNSKAP AS,Regnskap og bokføring
953746492,28.920,16.0,A G MEKANIKK AS,Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet
917170401,47.111,15.0,A G VIGEMYR AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
935106877,47.772,3.0,A H VASBOTN AS,Butikkhandel med gull- og sølvvarer
944305394,47.241,7.0,A HAMSTAD AS,Butikkhandel med bakervarer og konditorvarer
812676342,47.300,15.0,A HILLING AS,Detaljhandel med drivstoff til motorvogner
912852962,47.591,26.0,A HUSEBY & CO AS,Butikkhandel med møbler
937500181,47.782,12.0,A J MOHN AS,Butikkhandel med optiske artikler
989289691,49.410,10.0,A J TRANSPORT Amjid Jalil,Godstransport på vei
916885814,47.710,5.0,A JOSEFSENS EFTF AS,Butikkhandel med klær
958633564,43.120,53.0,A K GRANHEIM AS,Grunnarbeid
948234130,71.121,14.0,A L HØYER SKIEN AS,Byggeteknisk konsulentvirksomhet
938106827,71.121,8.0,A L Høyer Askim AS,Byggeteknisk konsulentvirksomhet
993126357,49.410,1.0,A L M TRANSPORT LIMITED,Godstransport på vei
980026035,46.390,16.0,A LA CARTE PRODUKTER AS,Engroshandel med bredt utvalg av nærings- og nytelsesmidler
835000702,81.300,46.0,A MARKUSSEN AS,Beplantning av hager og parkanlegg
992003863,46.471,5.0,A N COLLECTION AS,Engroshandel med møbler
989757814,43.120,9.0,A OG J BJORDAL AS,Grunnarbeid
984635532,77.290,9.0,A OKSNES AS,Utleie og leasing av andre husholdningsvarer og varer til personlig bruk
897538172,43.120,102.0,A PEDERSEN & SØNN LASTEBILTRANSPORT AS,Grunnarbeid
917865175,68.209,1.0,A R INCORONATO AS,Utleie av egen eller leid fast eiendom ellers
920626165,81.210,19.0,A RENHOLD OG VASK AS,Rengjøring av bygninger
948173328,43.210,25.0,A SKARE AS,Elektrisk installasjonsarbeid
958775563,49.410,12.0,A SKAUG TRANSPORT AS,Godstransport på vei
952257145,70.220,26.0,A T KEARNEY AS,Bedriftsrådgivning og annen administrativ rådgivning
911966905,78.100,2.0,A TEAM MANAGEMENT AS,Rekruttering og formidling av arbeidskraft
971075023,52.211,10.0,A TIL B AS,Drift av gods- og transportsentraler
914116848,41.200,3.0,A TIL Å BYGG AS,Oppføring av bygninger
887726612,69.201,13.0,A TIL Å REGNSKAP AS,Regnskap og bokføring
944574379,81.300,7.0,A TUVSJØEN AS,Beplantning av hager og parkanlegg
917215014,49.410,17.0,A VISNES TRANSPORT AS,Godstransport på vei
999654126,41.200,20.0,A VÅGE AS,Oppføring av bygninger
992160926,66.220,8.0,A&B ASSURANSE AS,Forsikringsformidling
917838577,81.210,2.0,A&B RENHOLD AS,Rengjøring av bygninger
986303065,70.220,52.0,A-2 NORGE AS,Bedriftsrådgivning og annen administrativ rådgivning
998246202,43.341,9.0,A-B BYGG OG MALERTJENESTE AS,Malerarbeid
913156706,46.739,4.0,A-G MARKISER AS,Engroshandel med byggevarer ikke nevnt annet sted
989299352,69.201,7.0,A-G REGNSKAP AS,Regnskap og bokføring
946468037,46.610,352.0,A-K MASKINER AS,Engroshandel med maskiner og utstyr til jordbruk og skogbruk
922385785,46.610,23.0,A-K WESTRENG MASKIN AS,Engroshandel med maskiner og utstyr til jordbruk og skogbruk
982165105,71.112,96.0,A-LAB AS,Arkitekttjenester vedrørende byggverk
979683359,88.999,108.0,A-LARM BRUKER OG PÅRØRENDE ORGANISASJON FOR ÅPENHET OM RUS OG BEHANDLING,Andre sosialtjenester uten botilbud
916269331,86.221,2.0,A-MEDI AS,"Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste"
985460191,42.110,16.0,A-MERKING AS,Bygging av veier og motorveier
910082620,47.591,78.0,A-MØBLER AS,Butikkhandel med møbler
947957007,46.435,4.0,A-OPTIKK AS,Engroshandel med optiske artikler
916081537,78.200,288.0,A-PERSONELL AS,Utleie av arbeidskraft
917314330,43.120,2.0,A-SERVICE OG DRIFT AS,Grunnarbeid
915019706,96.020,1.0,A-STYLE AS,Frisering og annen skjønnhetspleie
992076356,81.210,9.0,A-TEAM GRUPPEN AS,Rengjøring av bygninger
986897321,81.210,7.0,A-TEAM RENHOLD V/ALISE SLETTEDAL,Rengjøring av bygninger
994415093,33.120,11.0,A-TEC AS,Reparasjon av maskiner
972408832,75.000,14.0,A-VET SMÅDYRKLINIKK AS,Veterinærtjenester
838492002,73.110,5.0,A-Å GRAFISK DESIGN & REKLAME AS,Reklamebyråer
979532504,01.110,7.0,A. B. OLSEN,"Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster"
914114063,47.292,9.0,A. C. PERCHS THEHANDEL NORGE AS,Butikkhandel med kaffe og te
947464981,47.111,10.0,A. E. Haavik AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
985834997,47.510,10.0,A. F. WIGEN AS,Butikkhandel med tekstiler og utstyrsvarer
963544731,43.911,78.0,A. HANSEN GRUPPEN AS,Blikkenslagerarbeid på tak
920730485,41.200,4.0,A. HEGGØY BYGG AS,Oppføring av bygninger
890727492,10.130,46.0,A. IDSØE AS,Produksjon av kjøtt- og fjørfevarer
987072520,47.761,15.0,A. KELLNERS BLOMSTER AS,Butikkhandel med blomster og planter
989376977,25.110,10.0,A. KVAM AS,Produksjon av metallkonstruksjoner og deler
947569155,47.772,9.0,A. Lohne Gullsmedforretning A/S,Butikkhandel med gull- og sølvvarer
977458412,43.221,16.0,A. M. VIK AS,Rørleggerarbeid
912493865,33.150,36.0,A. OLUFSEN SHIP & OFFSHORE AS,Reparasjon og vedlikehold av skip og båter
937665660,10.710,9.0,A. WESTRE AS,Produksjon av brød og ferske konditorvarer
918765492,56.101,8.0,A.H SUB AS,Drift av restauranter og kafeer
916499175,46.460,4.0,A.M.I. NORDIC AS,Engroshandel med sykepleie- og apotekvarer
914791952,01.610,5.0,A.SOLVANG AS,Tjenester tilknyttet planteproduksjon
993581755,41.200,10.0,A.U. BYGG AS,Oppføring av bygninger
950610956,68.201,1.0,A/L BRYN BORETTSLAG I,Borettslag
910910353,43.120,8.0,A/S Bulldozer Maskinlag,Grunnarbeid
930451614,43.210,48.0,A/S Elektrisk Produktion,Elektrisk installasjonsarbeid
946995517,43.210,16.0,A/S Even Cudrio,Elektrisk installasjonsarbeid
945833777,43.911,10.0,A/S Helmer Mikkelsen,Blikkenslagerarbeid på tak
943079420,58.130,54.0,A/S LOKALAVISENE,Utgivelse av aviser
931058142,68.209,3.0,A/S Løkkegården,Utleie av egen eller leid fast eiendom ellers
939273484,22.220,57.0,A/S Nesseplast,Produksjon av plastemballasje
914807077,06.200,532.0,A/S Norske Shell,Utvinning av naturgass
946713929,82.920,8.0,A/S PAKK & ILEGG,Pakkevirksomhet
915211631,43.210,117.0,A/S Pettersson & Gjellesvik's Elektriske Installasjonsforretning.,Elektrisk installasjonsarbeid
916915144,10.320,44.0,A/S Røra Fabrikker,Produksjon av juice av frukt og grønnsaker
921246218,68.209,23.0,A/S STORTINGSGATEN 28,Utleie av egen eller leid fast eiendom ellers
945925892,68.209,12.0,A/S Sigba Eiendom,Utleie av egen eller leid fast eiendom ellers
916155808,25.720,65.0,A/S Spilka Industri,Produksjon av låser og beslag
830588442,52.223,44.0,A/S Stordbase,Forsyningsbaser
916591144,45.310,72.0,A/S SØRENSEN OG BALCHEN,"Agentur- og engroshandel med deler og utstyr til motorvogner, unntatt motorsykler"
916573723,58.130,16.0,A/S Sør-Trøndelag,Utgivelse av aviser
947038400,25.110,15.0,A/S SørMek,Produksjon av metallkonstruksjoner og deler
917478309,58.130,119.0,A/S Østlendingen,Utgivelse av aviser
984548648,71.129,21.0,A/STAB AS,Annen teknisk konsulentvirksomhet
913442415,81.210,25.0,A1 RENHOLD SERVICE AS,Rengjøring av bygninger
890046452,88.911,44.0,A2 HOLDING AS,Barnehager
996667502,71.112,3.0,A2B DESIGN PARTNER AS,Arkitekttjenester vedrørende byggverk
991977546,88.993,32.0,A2G EIENDOMSDRIFT AS,Arbeidstrening for ordinært arbeidsmarked
918408703,88.993,37.0,A2G GRUPPEN AS,Arbeidstrening for ordinært arbeidsmarked
991977392,88.993,86.0,A2G KOMPETANSE AS,Arbeidstrening for ordinært arbeidsmarked
991977430,52.291,10.0,A2G LOGISTIKK AS,Spedisjon
932988984,32.990,16.0,A2G PROFILERING AS,Annen industriproduksjon ikke nevnt annet sted
994887327,73.110,10.0,A2MEDIA AS,Reklamebyråer
928153606,71.112,7.0,A3 ARKITEKTKONTOR AS,Arkitekttjenester vedrørende byggverk
917584842,49.410,16.0,A3 TRANSPORT AS,Godstransport på vei
915891284,71.112,10.0,A38 ARKITEKTER AS,Arkitekttjenester vedrørende byggverk
989992406,81.101,3.0,A4 RENHOLD AS,Vaktmestertjenester
989288032,47.591,4.0,A87 MANAGEMENT AS,Butikkhandel med møbler
987660392,43.210,45.0,AA ELEKTRO INSTALLASJON AS,Elektrisk installasjonsarbeid
819155372,45.200,3.0,AAA CARCARE AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
819657602,86.230,9.0,AAAA TØYEN TANNLEGEVAKT AS,Tannhelsetjenester
942665393,45.112,8.0,AABY AUTO AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
984406878,69.100,20.0,AABØ-EVENSEN & CO ADVOKATFIRMA AS,Juridisk tjenesteyting
999508405,88.911,9.0,AADLAND GARDS- OG FRILUFTSBARNEHAGE AS,Barnehager
980453030,49.410,19.0,AAHEIM MASKINER & TRANSPORT AS,Godstransport på vei
992574623,46.694,34.0,AAK SAFETY AS,"Engroshandel med maskiner og utstyr til handel, transport og tjenesteyting ellers"
966961090,71.112,8.0,AALAND ARKITEKTKONTOR AS,Arkitekttjenester vedrørende byggverk
995504871,77.110,10.0,AALAND UTLEIE AS,Utleie og leasing av biler og andre lette motorvogner
897941392,70.220,1.0,AALBERG INVEST AS,Bedriftsrådgivning og annen administrativ rådgivning
987695293,53.200,5.0,AALBERG TRANSPORT,Andre post- og budtjenester
965674217,47.789,1.0,AALENGÅRDEN AS,Butikkhandel ikke nevnt annet sted
910014048,68.209,2.0,AALESUND INDUSTRI OG FINANS AS,Utleie av egen eller leid fast eiendom ellers
995614251,85.201,39.0,AALESUND INTERNATIONAL SCHOOL,Ordinær grunnskoleundervisning
990400474,91.021,1.0,AALESUND MUSEUM,Drift av kunst- og kunstindustrimuseer
934403576,14.120,42.0,AALESUND PROTECTIVE WEAR AS,Produksjon av arbeidstøy
871368872,93.299,11.0,AALESUNDS KLUBSELSKAB,Fritidsvirksomhet ellers
990615233,94.991,54.0,AALESUNDS SVØMME OG LIVREDNINGSKLUBB,Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted
994873326,93.120,45.0,AALESUNDS TURNFORENING,Idrettslag og -klubber
896453432,41.200,11.0,AALGAARD BYGG AS,Oppføring av bygninger
960121163,43.210,50.0,AALMO AS AUTORISERT ELEKTROENTREPRENØR,Elektrisk installasjonsarbeid
929101987,23.610,52.0,AALTVEDT BETONG AS,Produksjon av betongprodukter for bygge- og anleggsvirksomhet
991115196,70.220,6.0,AALUND NORDIC DANMARK,Bedriftsrådgivning og annen administrativ rådgivning
997765540,56.101,19.0,AAMOD V/ MEGHNA KANWAR,Drift av restauranter og kafeer
914852439,41.200,33.0,AAMODT BYGG AS,Oppføring av bygninger
912684431,86.902,6.0,AAMODT FYSIKALSKE INSTITUTT OG TRENINGSSENTER AS,Fysioterapitjeneste
895445142,41.109,4.0,AAMODT HUS AS,Utvikling og salg av egen fast eiendom ellers
980679551,43.221,32.0,AAMODT VVS AS,Rørleggerarbeid
991872345,43.911,5.0,AAMODTS BLIKK OG VENTILASJON AS,Blikkenslagerarbeid på tak
968823019,25.990,2.0,AAMOT SKILT & DESIGN AS,Produksjon av metallvarer ikke nevnt annet sted
979498063,26.510,90.0,AANDERAA DATA INSTRUMENTS AS,"Produksjon av måle-, kontroll- og navigasjonsinstrumenter"
883391322,10.710,27.0,AANERUD BAKERI AS,Produksjon av brød og ferske konditorvarer
953141965,16.290,21.0,AANESLAND FABRIKKER AS,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer"
959617929,46.630,8.0,AANESTAD SERVICE AS,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet"
993393223,31.090,17.0,AANNØ AS,Produksjon av møbler ellers
981649230,25.620,298.0,AARBAKKE AS,Bearbeiding av metaller
912235831,71.129,19.0,AARBAKKE INNOVATION AS,Annen teknisk konsulentvirksomhet
998546559,52.219,72.0,AAREKOL TRAFIKKTJENESTER AS,Tjenester tilknyttet landtransport ellers
998161754,41.109,4.0,AAREON NORGE AS,Utvikling og salg av egen fast eiendom ellers
995420309,55.300,20.0,AARETHUN AS,Drift av campingplasser
877295192,47.761,7.0,AARFLOT BLOMSTERHANDEL Anne Karine G HUMBERSET,Butikkhandel med blomster og planter
989145150,86.902,5.0,AARFLOT FYSIOTERAPI AS,Fysioterapitjeneste
910030604,46.499,5.0,AARFLOT HAVNEVIK AS,Engroshandel med husholdningsvarer og varer til personlig bruk ikke nevnt annet sted
910031031,58.130,16.0,AARFLOTS PRENTEVERK AS,Utgivelse av aviser
915186955,55.101,10.0,AARHOLT-TUNET AS,"Drift av hoteller, pensjonater og moteller med restaurant"
990702861,49.410,10.0,AARHUS TRANSPORT AS,Godstransport på vei
918606777,56.101,83.0,AARNESGRUPPEN AS,Drift av restauranter og kafeer
993853712,45.200,20.0,AARS AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
981512847,31.010,31.0,AARSLAND MØBELFABRIKK AS,Produksjon av kontor- og butikkmøbler
979521669,25.610,10.0,AARSLAND STÅL & LAKK AS,Overflatebehandling av metaller
996559599,78.200,114.0,AARSTAD & BJØRNHAUG BEMANNING AS,Utleie av arbeidskraft
950600713,43.221,9.0,AARSTAD & SØNNER AS,Rørleggerarbeid
879423392,71.111,27.0,AART / SJ ARCHITECTS AS,Plan- og reguleringsarbeid
915684378,71.112,14.0,AART ARCHITECTS AS,Arkitekttjenester vedrørende byggverk
980383660,41.200,29.0,AAS & NORDAL ENTREPRENØRFORRETNING AS,Oppføring av bygninger
986739874,23.610,17.0,AAS BETONG AS,Produksjon av betongprodukter for bygge- og anleggsvirksomhet
999044530,45.112,4.0,AAS BILSALG AS,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
910045717,45.200,7.0,AAS BILVERKSTED ERIKSEN AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
913175255,56.101,21.0,AAS BISTRO AS,Drift av restauranter og kafeer
996459772,33.150,3.0,AAS KYSTSERVICE AS,Reparasjon og vedlikehold av skip og båter
986342478,30.111,59.0,AAS MEK VERKSTED AS,Bygging av skip og skrog over 100 br.tonn
966907738,43.221,14.0,AAS RØRLEGGERSERVICE AS,Rørleggerarbeid
986312102,43.990,39.0,AAS STILLASSERVICE AS,Annen spesialisert bygge- og anleggsvirksomhet
984682107,49.410,14.0,AAS TRANSPORT AS,Godstransport på vei
976114469,69.201,12.0,AASAND REGNSKAP AS,Regnskap og bokføring
897579812,96.030,1.0,AASE BEGRAVELSESBYRÅ AS,Begravelsesbyråvirksomhet og drift av kirkegårder og krematorier
959980454,46.610,35.0,AASE LANDBRUK AS,Engroshandel med maskiner og utstyr til jordbruk og skogbruk
990238316,71.121,47.0,AASE PROSJEKT AS,Byggeteknisk konsulentvirksomhet
915868975,43.222,4.0,AASE SERVICE AS,Kuldeanlegg- og varmepumpearbeid
979476205,43.210,13.0,AASEBØ & ULVESTAD INSTALLASJON AS,Elektrisk installasjonsarbeid
912218856,43.990,16.0,AASEBØ MURSERVICE AS,Annen spesialisert bygge- og anleggsvirksomhet
987701455,46.732,27.0,AASEBØ SAG AS,Engroshandel med trelast
963753144,46.732,47.0,AASEN & FIVE AS,Engroshandel med trelast
957129188,45.200,28.0,AASEN BIL AS,"Vedlikehold og reparasjon av motorvogner, unntatt motorsykler"
990956871,52.292,2.0,AASEN CHARTERING AS,Skipsmegling
933563154,47.521,8.0,AASEN HANDEL AS,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer"
870562802,01.110,4.0,AASEN PER HELGE,"Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster"
937903502,64.190,32.0,AASEN SPAREBANK,Bankvirksomhet ellers
820034112,47.111,20.0,AASETH DAGLIGVARE AS,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
912512851,41.200,9.0,AASGAARD & VALLE AS,Oppføring av bygninger
956007445,47.761,32.0,AASHAUG BLOMSTER,Butikkhandel med blomster og planter
991589767,10.710,53.0,AASMUNDSENS BAKERI TELEMARKSBAKERN EFFT. AS,Produksjon av brød og ferske konditorvarer
912696553,11.050,116.0,AASS BRYGGERI AS,Produksjon av øl
912489507,47.300,10.0,AASS STASJONSDRIFT AS,Detaljhandel med drivstoff til motorvogner
929273761,42.110,21.0,AB ASFALT AS,Bygging av veier og motorveier
868913282,96.020,19.0,AB KLIPP AS,Frisering og annen skjønnhetspleie
889724412,81.210,20.0,AB SOLUTIONS AS,Rengjøring av bygninger
976229673,81.210,358.0,AB SOLUTIONS VEST AS,Rengjøring av bygninger
911463830,81.210,610.0,AB SOLUTIONS ØST AS,Rengjøring av bygninger
966553596,46.739,2.0,AB SYSTEMER AS,Engroshandel med byggevarer ikke nevnt annet sted
914748534,82.990,4.0,ABA CONSULTING AS,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
950572701,43.210,4.0,ABA ELEKTRO AS,Elektrisk installasjonsarbeid
985873305,49.410,3.0,ABA TRANSPORT AS,Godstransport på vei
916665814,71.112,2.0,ABACUS AS,Arkitekttjenester vedrørende byggverk
987493348,62.020,55.0,ABACUS IT AS,Konsulentvirksomhet tilknyttet informasjonsteknologi
982741076,69.201,17.0,ABACUS ØKONOMITJENESTER AS,Regnskap og bokføring
983335543,70.220,8.0,ABAKUS AS,Bedriftsrådgivning og annen administrativ rådgivning
935854679,46.450,23.0,ABAS AS KOSMETIKK ENGROS,Engroshandel med parfyme og kosmetikk
936272630,56.102,10.0,ABAS INN V/ BJØRG VILNES,Drift av gatekjøkken
993593516,46.450,4.0,ABAS KOSMETIKK AS,Engroshandel med parfyme og kosmetikk
993098736,58.290,191.0,ABAX AS,Utgivelse av annen programvare
982085160,33.200,2371.0,ABB AS,Installasjon av industrimaskiner og -utstyr
911374285,33.200,3.0,ABB HOLDING AS,Installasjon av industrimaskiner og -utstyr
968041096,81.210,19.0,ABBA RENHOLD AS,Rengjøring av bygninger
